ticker,year,quarter,investCost,fromInvest,fromFinancial,fromSale,freeCashFlow
LDG,2022,3,-5,-4,-670,376,-344.0
LCW,2022,3,-2,-1,0,3,3.0
LCM,2022,3,0,-1,0,2,-1.0
LCG,2022,3,-2,-223,-61,123,125.0
LCD,2022,3,0,0,3,-2,0.0
LBM,2022,3,-15,-15,32,50,123.0
LBE,2022,3,0,6,-20,13,3.0
LAS,2022,3,-10,96,-113,27,66.0
LAF,2022,3,-7,-7,-48,54,-20.0
L62,2022,3,0,0,-6,8,-9.0
L61,2022,3,0,0,-18,20,-63.0
L43,2022,3,0,27,-5,-24,-12.0
L40,2022,3,0,-1,-4,3,-9.0
L35,2022,3,0,1,-1,0,-6.0
L18,2022,3,6,-29,70,-7,38.0
L14,2022,3,5,99,-7,-125,161.0
L10,2022,3,-2,13,16,22,1.0
KVC,2022,3,0,0,0,0,-4.0
KTT,2022,3,0,16,64,-81,6.0
KTS,2022,3,0,0,-13,11,8.0
KTL,2022,3,-3,-7,-37,35,16.0
KTC,2022,3,-1,-16,-7,51,-41.0
KSV,2022,3,-202,-168,-303,536,-29.0
KST,2022,3,0,25,0,4,15.0
KSQ,2022,3,0,0,-21,21,
KSH,2022,3,0,0,0,0,
KSF,2022,3,-227,514,-235,-158,137.0
KSD,2022,3,4,4,-1,-10,25.0
KSB,2022,3,-83,-116,-20,-17,134.0
KOS,2022,3,-33,-31,52,-11,15.0
KMR,2022,3,-4,-4,-6,18,13.0
KLF,2022,3,0,0,0,-1,-5.0
KLB,2022,3,-32,-32,0,3623,0.0
KKC,2022,3,0,0,-1,0,-32.0
KHW,2022,3,0,0,-7,18,41.0
KHS,2022,3,-4,-4,10,0,61.0
KHP,2022,3,-85,-162,55,73,89.0
KHG,2022,3,0,0,139,-279,800.0
KHA,2022,3,1,307,0,-220,37.0
KGM,2022,3,0,0,-11,1,8.0
KDM,2022,3,0,0,0,3,
KDH,2022,3,-9,550,1674,-839,3125.0
KDC,2022,3,-70,-404,465,-466,996.0
KBC,2022,3,-38,265,-15,-34,2198.0
JVC,2022,3,-3,-26,-15,43,-15.0
JOS,2022,3,0,0,0,0,-58.0
ITS,2022,3,0,-194,425,-232,227.0
ITQ,2022,3,0,5,47,-44,6.0
ITD,2022,3,-3,-72,16,10,39.0
ITC,2022,3,104,130,-81,-31,289.0
ITA,2022,3,0,-74,8,70,295.0
IST,2022,3,0,1,-28,24,52.0
ISH,2022,3,0,0,-46,46,146.0
IRC,2022,3,-3,21,-9,-12,40.0
IPA,2022,3,-15,1838,-509,-1297,523.0
INC,2022,3,0,0,-1,0,3.0
IMP,2022,3,-33,-113,37,74,198.0
ILS,2022,3,0,5,-4,-1,5.0
ILB,2022,3,-115,-164,32,115,-55.0
ILA,2022,3,0,0,-35,35,
IJC,2022,3,-4,-2,-38,-1,703.0
IFS,2022,3,-3,4,0,-3,112.0
IDV,2022,3,-49,-106,28,82,31.0
IDP,2022,3,-25,423,-33,-390,1518.0
IDJ,2022,3,0,425,40,-380,606.0
IDI,2022,3,-169,-89,33,242,326.0
IDC,2022,3,-237,-196,-291,436,2686.0
ICT,2022,3,0,1,25,-56,91.0
ICG,2022,3,-4,-3,0,9,-1.0
ICF,2022,3,0,0,-1,1,-2.0
IBC,2022,3,-41,78,2,-20,-933.0
HWS,2022,3,-66,-65,56,89,82.0
HVX,2022,3,0,0,-54,52,-28.0
HVT,2022,3,-27,-17,-41,62,118.0
HVN,2022,3,-225,1227,-2109,615,-9712.0
HVH,2022,3,2,-1,-24,36,-6.0
HVA,2022,3,0,0,-3,12,
HUT,2022,3,-99,-62,-161,213,-9.0
HUG,2022,3,-17,-21,-34,67,80.0
HUB,2022,3,-13,3,8,8,51.0
HU4,2022,3,0,0,37,-43,58.0
HU3,2022,3,-4,-4,4,0,-2.0
HU1,2022,3,4,0,-111,111,10.0
HTW,2022,3,3,-3,-6,12,12.0
HTV,2022,3,5,-21,0,14,23.0
HTT,2022,3,0,0,0,0,-14.0
HTP,2022,3,0,-13,68,-20,-301.0
HTN,2022,3,-1,49,-426,232,2.0
HTM,2022,3,0,45,-25,17,-19.0
HTL,2022,3,0,-12,12,-9,70.0
HTI,2022,3,-3,-3,-55,56,59.0
HTG,2022,3,-63,-63,-1,170,227.0
HTE,2022,3,0,0,0,-3,0.0
HTC,2022,3,9,7,-11,7,38.0
HT1,2022,3,-63,-60,190,-80,595.0
HSV,2022,3,-6,7,8,-15,23.0
HSM,2022,3,-1,57,72,-89,169.0
HSL,2022,3,0,40,-6,-43,72.0
HSG,2022,3,-138,-115,-3482,3531,-3307.0
HRT,2022,3,0,-50,-21,62,-10.0
HRC,2022,3,-5,8,5,-8,18.0
HQC,2022,3,0,-22,0,23,-4.0
HPX,2022,3,0,-114,-552,454,-42.0
HPW,2022,3,-26,-148,-96,144,104.0
HPM,2022,3,0,0,2,-2,
HPI,2022,3,0,17,-2,-17,40.0
HPG,2022,3,-4411,-5599,-7326,4458,11444.0
HOT,2022,3,1,1,1,-2,-16.0
HOM,2022,3,-1,-1,50,-65,105.0
HNR,2022,3,0,12,0,-18,11.0
HNM,2022,3,-1,-1,-2,0,46.0
HNG,2022,3,-134,-133,615,-400,-1801.0
HNF,2022,3,-56,-31,-90,113,35.0
HND,2022,3,0,2,-396,-199,1591.0
HNA,2022,3,-1,0,-182,174,699.0
HMR,2022,3,-1,-1,-1,1,13.0
HMH,2022,3,-1,-20,0,9,8.0
HMC,2022,3,-2,-1,205,-241,254.0
HLG,2022,3,0,133,-25,-124,153.0
HLD,2022,3,2,3,16,-24,9.0
HLC,2022,3,-14,-14,-128,148,145.0
HKT,2022,3,0,0,0,-1,4.0
HKB,2022,3,0,0,0,0,-57.0
HJS,2022,3,-4,-4,-15,33,51.0
HJC,2022,3,0,0,-14,20,-4.0
HII,2022,3,-2,-26,-34,-49,71.0
HIG,2022,3,-1,-7,8,-14,39.0
HID,2022,3,-3,5,200,-202,214.0
HHV,2022,3,-85,-40,-119,129,247.0
HHS,2022,3,0,54,-17,-46,290.0
HHP,2022,3,-16,-22,12,9,31.0
HHG,2022,3,0,2,32,-35,-19.0
HHC,2022,3,0,0,-41,45,55.0
HGW,2022,3,-2,-2,-22,37,9.0
HGT,2022,3,0,0,9,3,-12.0
HGM,2022,3,-3,28,0,5,75.0
HEV,2022,3,0,0,0,3,2.0
HEM,2022,3,-1,-27,-20,39,-19.0
HDW,2022,3,-24,-24,-22,44,23.0
HDG,2022,3,78,58,-249,11,1855.0
HDC,2022,3,-1,-8,-53,46,388.0
HDB,2022,3,-53,-53,0,6466,0.0
HDA,2022,3,-3,-12,0,-1,24.0
HD6,2022,3,113,-4,20,-13,198.0
HCT,2022,3,3,2,0,-2,7.0
HCM,2022,3,-9,-9,727,363,551.0
HCD,2022,3,-16,-71,42,-1,37.0
HCC,2022,3,0,0,-3,3,8.0
HC3,2022,3,-2,5,-21,15,58.0
HBS,2022,3,0,0,0,113,
HBH,2022,3,0,0,-21,20,5.0
HBC,2022,3,-98,-119,41,27,86.0
HAX,2022,3,-673,-186,611,-314,23.0
HAT,2022,3,-1,-31,-2,23,6.0
HAS,2022,3,0,-16,3,16,-15.0
HAR,2022,3,0,1,-87,113,39.0
HAP,2022,3,-1,27,-48,23,57.0
HAI,2022,3,0,0,-5,6,-572.0
HAH,2022,3,-92,-130,-64,280,939.0
HAG,2022,3,-263,786,-429,-343,1435.0
HAF,2022,3,0,5,-8,3,-12.0
HAD,2022,3,0,-3,0,0,20.0
HAC,2022,3,0,0,-237,91,4.0
GVR,2022,3,-126,-1118,-742,1066,5964.0
GTS,2022,3,-2,-2,-12,-39,83.0
GTA,2022,3,-1,78,-90,7,20.0
GSP,2022,3,-287,-347,206,4,-148.0
GMX,2022,3,-2,-2,-8,30,41.0
GMH,2022,3,0,-3,-2,7,28.0
GMD,2022,3,-326,-323,-84,455,605.0
GMC,2022,3,-8,-8,-99,-43,60.0
GMA,2022,3,-40,-161,225,-20,5.0
GLW,2022,3,-3,-2,0,3,3.0
GLT,2022,3,-2,-6,-17,-5,76.0
GLC,2022,3,0,0,1,0,
GKM,2022,3,7,-7,-39,131,45.0
GIL,2022,3,-4,414,-380,-418,834.0
GIC,2022,3,0,2,0,14,22.0
GHC,2022,3,0,142,-141,40,184.0
GEX,2022,3,-188,-426,-2258,1525,441.0
GEG,2022,3,-1072,-980,1386,-27,-321.0
GEE,2022,3,-59,2,-1436,1535,
GDW,2022,3,0,-4,-1,14,25.0
GDT,2022,3,-1,-27,-3,19,66.0
GAS,2022,3,-305,2590,-5120,3677,13176.0
GAB,2022,3,0,0,0,0,-1.0
G36,2022,3,0,264,-109,-90,28.0
FTS,2022,3,-1,-1,149,183,407.0
FRT,2022,3,-4,869,-382,-524,1210.0
FPT,2022,3,-748,531,-4815,2819,4127.0
FOX,2022,3,-559,983,-1888,873,1719.0
FOC,2022,3,0,-23,0,78,250.0
FMC,2022,3,-115,-111,-133,-126,578.0
FLC,2022,3,-235,-528,-111,589,-2898.0
FIT,2022,3,-125,-538,123,192,-77.0
FIR,2022,3,-1,-131,33,136,28.0
FID,2022,3,0,0,0,0,1.0
FIC,2022,3,2,5,-27,-29,205.0
FHS,2022,3,-1,-124,0,132,
FGL,2022,3,0,0,10,-10,0.0
FDC,2022,3,-18,-294,0,294,-305.0
FCS,2022,3,0,0,0,11,-8.0
FCN,2022,3,-34,-39,12,-28,123.0
FCM,2022,3,0,-3,-10,33,-7.0
EVS,2022,3,2,15,-29,-265,268.0
EVG,2022,3,121,-169,230,-55,215.0
EVF,2022,3,0,0,0,7135,0.0
EVE,2022,3,60,62,-13,-113,283.0
EMS,2022,3,-4,-12,0,-55,37.0
EMC,2022,3,-2,4,4,-1,7.0
ELC,2022,3,-2,6,2,-56,131.0
EIN,2022,3,0,-89,53,35,-1.0
EID,2022,3,-3,-1,-12,91,-11.0
EIC,2022,3,0,70,-63,-3,100.0
EIB,2022,3,-54,-49,0,7087,0.0
ECI,2022,3,-5,-5,7,11,-12.0
DZM,2022,3,0,1,-3,4,-12.0
DXV,2022,3,0,1,0,3,1.0
DXS,2022,3,-21,-92,255,-621,1169.0
DXP,2022,3,0,-142,0,9,41.0
DXG,2022,3,-25,452,27,-1887,2628.0
DWS,2022,3,15,16,-64,64,52.0
DVP,2022,3,0,-45,0,61,288.0
DVN,2022,3,-9,116,-104,110,19.0
DVM,2022,3,-13,-12,4,2,
DVG,2022,3,0,0,-2,2,12.0
DTT,2022,3,5,0,0,17,14.0
DTP,2022,3,-2,-2,-10,-33,113.0
DTL,2022,3,-22,98,292,-357,355.0
DTK,2022,3,-10,57,-515,536,1236.0
DTI,2022,3,0,-2,0,1,
DTE,2022,3,-5,-4,-2,34,36.0
DTD,2022,3,-11,-40,-32,112,126.0
DTC,2022,3,0,0,24,-22,31.0
DTA,2022,3,0,14,-28,5,12.0
DST,2022,3,0,-50,0,50,12.0
DSP,2022,3,-1,-60,0,52,-17.0
DSN,2022,3,0,4,0,16,115.0
DSG,2022,3,-2,-2,-1,5,-22.0
DSD,2022,3,-1,-1,-26,20,
DSC,2022,3,-2,-2,-133,174,45.0
DS3,2022,3,0,0,-3,2,
DRL,2022,3,-2,-6,-14,5,65.0
DRI,2022,3,-10,66,-86,-5,90.0
DRH,2022,3,0,0,-20,18,56.0
DRG,2022,3,-12,7,-138,109,37.0
DRC,2022,3,0,-72,-6,66,314.0
DQC,2022,3,-1,-2,23,-41,102.0
DPR,2022,3,-19,43,73,-196,747.0
DPM,2022,3,-5,-912,-1571,958,6295.0
DPG,2022,3,-122,17,84,-416,1236.0
DPD,2022,3,0,0,1,1,7.0
DPC,2022,3,0,0,1,-1,-12.0
DP2,2022,3,0,0,0,0,-25.0
DP1,2022,3,-2,-2,-44,43,25.0
DNW,2022,3,-33,-120,-169,128,514.0
DNP,2022,3,-355,-355,-50,168,-318.0
DNN,2022,3,-266,-237,71,175,-263.0
DNM,2022,3,2,2,0,410,-424.0
DNH,2022,3,-107,-105,-4,-177,2441.0
DNC,2022,3,5,6,-7,14,36.0
DNA,2022,3,-6,-6,-17,37,155.0
DMN,2022,3,0,-25,6,21,
DMC,2022,3,-6,-164,0,183,139.0
DM7,2022,3,0,0,-7,52,54.0
DLG,2022,3,-4,-7,-90,96,-341.0
DL1,2022,3,0,-254,-26,198,-161.0
DIH,2022,3,0,0,128,-123,1.0
DIG,2022,3,1,356,178,-805,967.0
DID,2022,3,-2,-3,-2,6,-1.0
DIC,2022,3,0,5,-1,-5,
DHT,2022,3,-75,-22,11,13,22.0
DHP,2022,3,-2,-2,-9,8,12.0
DHM,2022,3,-2,-41,30,6,51.0
DHG,2022,3,-58,370,-602,233,904.0
DHC,2022,3,-6,-5,-144,231,383.0
DHB,2022,3,0,1,-738,693,2129.0
DHA,2022,3,0,-103,73,-15,74.0
DGW,2022,3,-3,-248,1038,41,992.0
DGT,2022,3,4,-451,-626,1076,-1054.0
DGC,2022,3,-38,-1178,-138,1269,6184.0
DFF,2022,3,-64,-72,120,-28,38.0
DDV,2022,3,-17,-24,-85,-29,538.0
DDN,2022,3,-9,-8,12,13,-9.0
DDM,2022,3,0,1,-32,29,117.0
DDG,2022,3,-34,-29,-24,52,20.0
DCM,2022,3,-33,-1669,-1386,1825,4121.0
DCL,2022,3,-119,-92,42,54,-37.0
DCF,2022,3,-1,-1,37,-50,55.0
DC4,2022,3,1,1,55,-109,132.0
DC2,2022,3,0,0,17,-19,5.0
DBW,2022,3,5,5,-14,10,6.0
DBT,2022,3,-1,0,-19,26,32.0
DBD,2022,3,-27,-61,0,48,186.0
DBC,2022,3,-331,-329,421,-33,555.0
DAT,2022,3,0,30,-13,-12,119.0
DAN,2022,3,-186,-214,168,84,
DAH,2022,3,0,76,-2,-73,137.0
DAG,2022,3,-30,-83,-9,67,-57.0
DAE,2022,3,0,0,2,4,4.0
DAD,2022,3,0,-11,0,42,15.0
D2D,2022,3,-14,-8,0,-4,46.0
D11,2022,3,0,-5,3,7,15.0
CX8,2022,3,0,0,-3,15,1.0
CVT,2022,3,-114,176,-142,-95,109.0
CVN,2022,3,11,-37,147,-20,30.0
CTX,2022,3,-15,-15,-42,-19,33.0
CTW,2022,3,-7,0,-5,28,55.0
CTT,2022,3,4,4,23,-26,46.0
CTS,2022,3,-4,-4,-230,191,273.0
CTR,2022,3,-121,-529,377,141,470.0
CTP,2022,3,0,0,0,37,-36.0
CTI,2022,3,-1,2,-44,-53,206.0
CTG,2022,3,-161,-139,0,20512,0.0
CTF,2022,3,-30,-29,164,-111,237.0
CTD,2022,3,-33,45,149,-692,642.0
CTC,2022,3,0,0,10,-10,-20.0
CTB,2022,3,-1,18,1,-27,78.0
CSV,2022,3,-10,-73,-45,72,460.0
CSM,2022,3,-24,-15,225,-97,217.0
CSC,2022,3,-1,-1,-135,24,445.0
CRE,2022,3,0,57,-149,135,328.0
CRC,2022,3,-1,0,-4,8,32.0
CQT,2022,3,-3,-3,-25,28,76.0
CQN,2022,3,-3,-11,-75,-79,92.0
CPI,2022,3,0,0,0,1,6.0
CPC,2022,3,-1,-3,-36,13,7.0
CPA,2022,3,1,1,1,-5,-12.0
COM,2022,3,0,15,0,113,-99.0
CNT,2022,3,0,-34,0,37,202.0
CNG,2022,3,-16,-14,-26,35,110.0
CMX,2022,3,44,-37,-674,728,128.0
CMW,2022,3,0,0,8,-5,12.0
CMV,2022,3,-1,-1,25,-20,52.0
CMP,2022,3,-4,-3,-3,3,2.0
CMI,2022,3,0,0,-1,1,27.0
CMG,2022,3,-88,-65,18,14,438.0
CMF,2022,3,0,25,-97,138,220.0
CMD,2022,3,4,4,-7,2,36.0
CMC,2022,3,0,-5,17,-13,0.0
CLX,2022,3,-3,-23,-3,37,186.0
CLW,2022,3,-28,-51,3,55,-12.0
CLM,2022,3,0,0,-166,96,144.0
CLL,2022,3,-5,-4,0,105,12.0
CLH,2022,3,-3,-13,1,31,50.0
CLC,2022,3,-2,-2,-26,57,134.0
CKV,2022,3,0,0,-1,5,1.0
CKG,2022,3,-11,-29,-160,142,115.0
CKD,2022,3,-2,-5,-96,40,53.0
CJC,2022,3,0,-1,1,-6,5.0
CII,2022,3,-40,99,319,-415,924.0
CIG,2022,3,0,0,-2,2,1.0
CIA,2022,3,0,-26,-1,36,-51.0
CHS,2022,3,0,-10,0,-12,21.0
CFV,2022,3,-3,-1,-50,51,-4.0
CET,2022,3,0,0,0,8,-7.0
CEO,2022,3,-39,24,-77,116,244.0
CDP,2022,3,-6,-6,-80,75,-45.0
CDO,2022,3,1,1,0,-1,-37.0
CDN,2022,3,-33,21,-149,47,295.0
CDC,2022,3,0,3,23,-48,97.0
CCT,2022,3,0,0,-2,9,1.0
CCR,2022,3,-1,-1,-20,8,19.0
CCL,2022,3,0,0,39,-46,68.0
CCI,2022,3,-9,-48,0,85,8.0
CCA,2022,3,2,-44,77,-24,76.0
CC1,2022,3,-762,-367,-517,561,-841.0
CBI,2022,3,4,4,4,-5,157.0
CAV,2022,3,-11,-10,-424,435,74.0
CAP,2022,3,0,1,-8,132,15.0
CAN,2022,3,-1,-1,5,2,30.0
CAG,2022,3,40,-1,4,1,49.0
CAD,2022,3,0,0,0,0,-74.0
CAB,2022,3,-80,-89,-18,115,-56.0
C69,2022,3,-2,-67,49,-6,35.0
C4G,2022,3,6,363,-464,292,118.0
C47,2022,3,-24,-24,13,68,9.0
C32,2022,3,0,1,4,-31,101.0
C21,2022,3,0,-45,5,42,-4.0
BXH,2022,3,0,0,-24,26,2.0
BWE,2022,3,-145,-803,439,279,878.0
BVS,2022,3,0,0,-412,402,199.0
BVL,2022,3,0,-78,-53,161,-38.0
BVH,2022,3,-26,4330,-9017,3803,1558.0
BVB,2022,3,-243,-239,1381,-7124,0.0
BTW,2022,3,-9,-34,-7,55,1.0
BTV,2022,3,0,0,-1,0,22.0
BTT,2022,3,0,-13,-9,18,14.0
BTS,2022,3,-55,-55,32,68,66.0
BTP,2022,3,-7,140,0,-82,326.0
BTH,2022,3,0,-68,-13,93,8.0
BST,2022,3,0,0,0,9,2.0
BSR,2022,3,-40,516,-835,1023,16431.0
BSQ,2022,3,-67,-28,-99,147,130.0
BSP,2022,3,-1,0,7,25,7.0
BSL,2022,3,1,-77,-31,49,45.0
BSI,2022,3,-2,-1,1958,379,752.0
BSH,2022,3,0,-235,5,79,56.0
BSG,2022,3,0,-5,-10,30,-7.0
BSC,2022,3,0,-3,2,1,2.0
BSA,2022,3,-1,68,-111,25,280.0
BRR,2022,3,-1,-46,-22,14,168.0
BRC,2022,3,0,-3,3,6,30.0
BPC,2022,3,0,0,-2,1,2.0
BOT,2022,3,0,0,-21,12,-34.0
BNW,2022,3,-22,-22,19,15,4.0
BNA,2022,3,1,2,78,-74,156.0
BMV,2022,3,-1,-11,-57,93,-84.0
BMP,2022,3,-103,-312,0,325,394.0
BMJ,2022,3,-12,-118,-4,-20,
BMI,2022,3,0,188,0,-31,424.0
BMC,2022,3,-1,-1,-10,-10,39.0
BLI,2022,3,-1,196,-76,-37,100.0
BLF,2022,3,0,0,-5,5,-24.0
BKG,2022,3,-1,-2,26,-46,90.0
BII,2022,3,21,23,0,-23,-13.0
BID,2022,3,-163,-152,0,32846,0.0
BIC,2022,3,-6,-44,0,18,281.0
BHN,2022,3,-7,-605,-21,537,331.0
BHA,2022,3,-1,-1,6,-1,160.0
BGW,2022,3,-1,0,0,2,10.0
BFC,2022,3,-35,-35,-256,552,-337.0
BED,2022,3,0,0,0,-3,16.0
BDW,2022,3,-9,-9,-11,25,32.0
BDT,2022,3,-19,-27,-38,81,32.0
BDB,2022,3,0,2,16,-19,2.0
BCM,2022,3,31,65,-698,-621,3116.0
BCG,2022,3,-136,-858,1242,108,992.0
BCF,2022,3,-1,8,-75,64,113.0
BCE,2022,3,0,0,-55,-10,-7.0
BCC,2022,3,-42,-42,7,54,92.0
BCA,2022,3,0,-32,40,-11,0.0
BBS,2022,3,-1,-7,31,-24,69.0
BBC,2022,3,15,185,-219,-84,506.0
BAX,2022,3,-13,30,-41,47,50.0
BAF,2022,3,-175,-188,485,-218,593.0
BAB,2022,3,-16,-13,235,-2005,0.0
AVC,2022,3,0,-155,0,191,634.0
ATS,2022,3,0,0,0,0,1.0
AST,2022,3,-3,-18,-4,26,-41.0
ASP,2022,3,0,50,53,-90,64.0
ASM,2022,3,-981,-566,1112,-239,399.0
ASG,2022,3,-8,-64,-21,86,165.0
ARM,2022,3,-2,-2,-2,-7,9.0
APS,2022,3,4,4,0,7,107.0
API,2022,3,0,15,139,-89,355.0
APH,2022,3,-239,-1063,624,-255,928.0
APG,2022,3,1,25,0,-91,84.0
APF,2022,3,-67,-71,-222,438,-94.0
APC,2022,3,-37,-20,-4,30,-46.0
ANV,2022,3,-36,172,-18,-116,584.0
AMV,2022,3,0,9,-5,-215,330.0
AMS,2022,3,-70,-123,131,6,-6.0
AME,2022,3,0,0,-318,312,27.0
AMD,2022,3,-1,-1,2,1,0.0
AMC,2022,3,0,0,-6,11,8.0
ALT,2022,3,1,0,0,16,2.0
AIC,2022,3,-2,89,0,-207,11.0
AGR,2022,3,0,0,65,-205,189.0
AGP,2022,3,-50,-40,24,1,20.0
AGM,2022,3,-223,-523,427,48,-283.0
AGG,2022,3,-1,-477,-663,572,-121.0
AGF,2022,3,0,0,-5,24,-37.0
AFX,2022,3,6,33,104,-132,206.0
ADS,2022,3,0,1,-170,192,-2.0
ADP,2022,3,0,2,-9,-2,39.0
ADG,2022,3,-1,-11,-9,18,18.0
ADC,2022,3,0,3,0,-7,26.0
ACV,2022,3,-1163,-1004,-181,2015,6284.0
ACM,2022,3,0,0,0,0,
ACL,2022,3,-5,-5,-184,174,-9.0
ACC,2022,3,0,-175,21,-20,108.0
ACB,2022,3,-177,-78,0,2913,0.0
ABT,2022,3,-12,-12,-24,67,19.0
ABS,2022,3,0,0,5,-20,71.0
ABR,2022,3,0,-124,0,21,13.0
ABI,2022,3,-1,-35,0,22,152.0
ABC,2022,3,0,46,-137,82,-620.0
ABB,2022,3,-29,-16,0,-748,0.0
AAV,2022,3,0,41,-3,-40,66.0
AAT,2022,3,-1,-27,-13,39,89.0
AAS,2022,3,0,0,59,-23,510.0
AAM,2022,3,0,-28,0,4,18.0
AAA,2022,3,-6,-161,542,-57,591.0
YEG,2022,2,-70,162,9,-145,301.0
YBM,2022,2,-1,14,-42,25,3.0
XMP,2022,2,0,1,-10,9,15.0
XMC,2022,2,-23,-11,55,-173,254.0
XHC,2022,2,-21,-21,5,7,29.0
XDH,2022,2,0,54,-9,-62,
X20,2022,2,-8,-7,-27,-10,18.0
WSS,2022,2,0,0,0,-1,19.0
WSB,2022,2,-6,-40,-21,59,103.0
WCS,2022,2,1,-13,-5,8,3.0
VVN,2022,2,-5,16,-106,79,
VUA,2022,2,2,2,-18,-53,28.0
VTZ,2022,2,-3,-33,62,-20,
VTX,2022,2,0,7,-2,0,6.0
VTV,2022,2,0,6,-108,165,-129.0
VTS,2022,2,0,4,0,0,-7.0
VTR,2022,2,0,0,-2,23,
VTQ,2022,2,-1,13,16,-25,21.0
VTP,2022,2,-30,-73,-44,62,306.0
VTO,2022,2,-193,-190,56,71,-18.0
VTL,2022,2,0,-10,16,-15,-14.0
VTJ,2022,2,0,-2,0,-1,
VTH,2022,2,0,0,77,-73,4.0
VTG,2022,2,0,16,0,10,23.0
VTE,2022,2,0,0,-17,11,0.0
VTC,2022,2,0,5,40,-44,55.0
VTB,2022,2,0,-6,-8,10,10.0
VTA,2022,2,-1,-1,1,1,7.0
VST,2022,2,-8,-7,-40,51,144.0
VSN,2022,2,-1,-5,-99,43,137.0
VSM,2022,2,-27,-27,17,-1,-4.0
VSI,2022,2,0,1,-36,10,29.0
VSH,2022,2,25,29,-482,646,628.0
VSF,2022,2,0,9,26,519,-702.0
VSC,2022,2,-71,-595,-27,143,367.0
VSA,2022,2,0,35,0,-15,83.0
VRG,2022,2,-43,-39,13,9,-43.0
VRE,2022,2,103,268,-11,755,2129.0
VRC,2022,2,0,-20,5,13,-12.0
VPS,2022,2,0,1,1,-18,37.0
VPI,2022,2,-162,-466,228,101,493.0
VPH,2022,2,-3,-37,7,-6,88.0
VPG,2022,2,-454,-448,292,775,-891.0
VPD,2022,2,-1,0,-67,77,192.0
VPB,2022,2,-31,-28,0,5891,0.0
VPA,2022,2,0,0,0,-2,-36.0
VOS,2022,2,-6,-53,-145,310,740.0
VOC,2022,2,0,34,-74,15,66.0
VNY,2022,2,0,0,-3,14,
VNT,2022,2,0,0,-4,55,-20.0
VNS,2022,2,-8,4,-30,98,-73.0
VNR,2022,2,0,151,0,36,345.0
VNP,2022,2,0,43,0,2,65.0
VNM,2022,2,-377,1322,-1311,2810,9375.0
VNL,2022,2,0,6,-3,25,37.0
VNG,2022,2,-242,-228,39,40,-291.0
VNF,2022,2,0,12,-72,10,78.0
VNE,2022,2,38,-35,880,-848,960.0
VND,2022,2,-11,-26,879,99,2026.0
VNC,2022,2,-2,-1,-14,33,16.0
VNB,2022,2,0,8,0,-7,37.0
VNA,2022,2,-3,-3,-58,181,205.0
VMS,2022,2,-1,21,-3,-9,21.0
VMD,2022,2,-5,-14,-824,903,-868.0
VMC,2022,2,9,9,48,-127,173.0
VLW,2022,2,-3,-1,-25,19,65.0
VLG,2022,2,0,1,-8,-15,25.0
VLC,2022,2,-30,571,-144,-295,146.0
VLB,2022,2,0,39,0,41,137.0
VLA,2022,2,0,-6,1,4,10.0
VKC,2022,2,-1,54,-58,2,-191.0
VJC,2022,2,-44,644,-774,188,1090.0
VIX,2022,2,0,0,3069,-19,623.0
VIW,2022,2,-1,-13,-9,-37,57.0
VIT,2022,2,5,5,65,-54,173.0
VIP,2022,2,-6,12,-48,43,-29.0
VIN,2022,2,2,46,-30,-4,107.0
VIG,2022,2,-1,-1,6,22,7.0
VIF,2022,2,-31,156,13,-12,322.0
VIE,2022,2,0,0,0,1,2.0
VID,2022,2,-1,-32,6,37,25.0
VIC,2022,2,-20594,-5152,13147,18959,-39117.0
VIB,2022,2,-56,-54,0,9687,0.0
VHM,2022,2,-6005,-4061,-3784,32030,-8987.0
VHL,2022,2,0,1,27,9,76.0
VHG,2022,2,0,1,0,-1,
VHF,2022,2,0,22,-16,-7,9.0
VHE,2022,2,0,3,-24,20,-13.0
VHD,2022,2,0,-22,0,20,
VHC,2022,2,-243,-567,89,392,2323.0
VGV,2022,2,0,9,-4,11,21.0
VGT,2022,2,-96,-174,481,-182,1778.0
VGS,2022,2,-8,-8,85,-53,219.0
VGR,2022,2,0,-96,-95,102,292.0
VGP,2022,2,-4,-19,-158,170,-124.0
VGI,2022,2,-683,-398,-1386,2601,451.0
VGG,2022,2,-21,14,-16,-51,71.0
VGC,2022,2,-517,-403,-546,433,3669.0
VFS,2022,2,0,5,0,-23,105.0
VFR,2022,2,0,-28,0,7,30.0
VFG,2022,2,-4,4,-4,-32,298.0
VFC,2022,2,-13,-44,-17,45,75.0
VET,2022,2,-16,-15,0,-6,91.0
VEF,2022,2,507,258,0,-1964,1463.0
VEA,2022,2,-9,68,-28,30,5907.0
VE9,2022,2,0,0,0,-1,
VE8,2022,2,0,0,2,-2,-2.0
VE4,2022,2,0,3,13,-13,1.0
VE3,2022,2,0,0,0,-2,1.0
VE2,2022,2,0,-2,-2,4,2.0
VE1,2022,2,0,11,0,-1,-1.0
VDS,2022,2,-4,3,-983,1304,40.0
VDP,2022,2,-32,-37,-12,-22,69.0
VDL,2022,2,0,0,36,-41,0.0
VCX,2022,2,-17,-17,-17,34,1.0
VCW,2022,2,-115,-108,-93,95,115.0
VCS,2022,2,-6,64,-560,189,1951.0
VCR,2022,2,-16,-16,-53,33,
VCP,2022,2,-27,-35,-7,-25,298.0
VCM,2022,2,0,1,-3,3,0.0
