ticker,industryEn,loanGrowth,depositGrowth,netInterestIncomeGrowth,netInterestMargin,costToIncome,netIncomeTOI,businessOperation,avgROE,avgROA,last5yearsNetProfitGrowth,last5yearsRevenueGrowth,last5yearsOperatingProfitGrowth,last5yearsEBITDAGrowth,last5yearsFCFFGrowth,lastYearGrossProfitMargin,lastYearOperatingProfitMargin,lastYearNetProfitMargin,TOIGrowth
PEG,Gas Distribution,,,,,,,1.5,1,1,1,2,1,5,1,1,1,1,
PEN,Heavy Construction,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
PEQ,Oil Equipment & Services,,,,,,,2.0,4,3,2,2,2,2,1,1,1,1,
PET,Specialty Retailers,,,,,,,2.1,3,2,3,3,2,3,1,1,1,1,
PFL,Heavy Construction,,,,,,,1.5,1,2,2,3,1,1,1,2,1,1,
PGB,Banks,2,2,1,2,3,3,2.3,2,2,4,,,,,,,,2
PGC,Gas Distribution,,,,,,,2.2,3,3,2,2,1,2,4,2,1,2,
PGD,Gas Distribution,,,,,,,2.5,4,3,2,3,2,1,5,1,1,2,
PGI,Property & Casualty Insurance,,,,,,,3.1,4,3,1,2,5,5,5,3,2,2,
PGN,Commodity Chemicals,,,,,,,3.0,4,3,5,4,5,1,1,2,2,2,
PGS,Gas Distribution,,,,,,,1.5,2,2,1,2,2,1,1,2,1,1,
PGT,Travel & Tourism,,,,,,,1.5,1,1,1,1,1,1,1,2,1,5,
PGV,Conventional Electricity,,,,,,,2.5,4,2,5,2,2,2,1,2,2,2,
PHC,Heavy Construction,,,,,,,2.3,2,2,5,1,1,4,5,1,1,1,
PHH,Heavy Construction,,,,,,,1.1,1,1,1,1,1,1,1,2,1,1,
PHN,Electrical Components & Equipment,,,,,,,3.3,5,5,3,2,3,3,5,2,2,2,
PHP,Transportation Services,,,,,,,2.5,3,3,2,1,1,1,1,4,4,5,
PHR,Commodity Chemicals,,,,,,,4.0,4,3,4,3,5,5,5,3,3,5,
PHS,Investment Services,,,,,,,3.4,2,2,1,5,5,5,1,5,5,4,
PIA,Fixed Line Telecommunications,,,,,,,2.4,5,4,1,2,1,1,1,4,2,2,
PIC,Conventional Electricity,,,,,,,3.3,2,3,2,4,2,4,1,5,5,5,
PID,Heavy Construction,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
PIS,Forestry,,,,,,,2.0,2,2,1,2,1,2,5,2,1,2,
PIT,Broadline Retailers,,,,,,,1.1,1,1,1,1,1,1,1,2,1,1,
PIV,Real Estate Services,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
PJC,Gas Distribution,,,,,,,2.3,4,3,2,1,2,3,5,1,1,1,
PJS,Water,,,,,,,1.9,2,2,2,2,2,2,1,3,1,2,
PJT,Marine Transportation,,,,,,,1.7,2,2,1,2,1,3,1,1,2,2,
PLA,Real Estate Holding & Development,,,,,,,1.7,1,2,1,5,1,1,1,2,1,1,
PLC,Specialty Chemicals,,,,,,,1.5,3,2,1,2,1,1,1,2,1,1,
PLE,Heavy Construction,,,,,,,1.4,2,2,1,1,1,1,1,3,1,1,
PLO,Transportation Services,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
PLP,Commodity Chemicals,,,,,,,3.4,4,3,5,5,5,5,1,2,2,1,
PLX,Exploration & Production,,,,,,,1.3,2,2,1,2,1,1,1,1,1,1,
PMB,Specialty Chemicals,,,,,,,2.5,4,4,3,2,3,4,1,1,1,1,
PMC,Pharmaceuticals,,,,,,,2.5,4,4,1,2,1,1,1,4,3,4,
PMG,Gas Distribution,,,,,,,1.5,1,1,1,5,1,1,1,2,1,1,
PMJ,Telecommunications Equipment,,,,,,,1.4,2,2,1,1,1,3,1,1,1,1,
PMP,Containers & Packaging,,,,,,,1.9,3,2,1,4,1,2,1,2,1,1,
PMS,Industrial Machinery,,,,,,,1.7,3,3,1,2,1,2,1,1,1,1,
PMT,Telecommunications Equipment,,,,,,,1.7,1,2,4,2,1,1,1,2,1,1,
PMW,Water,,,,,,,3.0,4,4,2,3,2,1,1,4,4,5,
PNC,Publishing,,,,,,,1.3,1,1,1,1,1,1,1,4,1,1,
PND,Gas Distribution,,,,,,,1.4,1,1,2,2,1,2,2,1,1,1,
PNG,Broadline Retailers,,,,,,,1.7,2,2,1,1,1,1,1,3,3,2,
PNJ,Personal Products,,,,,,,3.4,4,4,4,4,3,3,5,2,2,2,
PNP,Marine Transportation,,,,,,,3.5,4,4,5,5,5,1,1,3,3,3,
PNT,Heavy Construction,,,,,,,1.5,1,2,1,4,1,1,1,1,1,1,
POB,Gas Distribution,,,,,,,2.3,1,2,4,3,5,3,2,1,1,1,
POM,Steel,,,,,,,1.3,1,2,1,2,2,1,1,1,1,1,
POS,Oil Equipment & Services,,,,,,,1.2,1,2,1,2,1,1,1,1,1,1,
POT,Computer Hardware,,,,,,,1.3,1,2,1,1,1,2,1,2,1,1,
POV,Gas Distribution,,,,,,,2.9,3,3,5,2,5,3,5,1,1,1,
POW,Conventional Electricity,,,,,,,1.6,2,2,3,1,1,1,1,1,2,2,
PPC,Conventional Electricity,,,,,,,1.2,1,2,1,1,1,1,1,1,1,2,
PPE,Business Support Services,,,,,,,2.7,1,2,1,5,1,1,1,5,5,5,
PPH,Clothing & Accessories,,,,,,,3.2,5,3,2,1,2,5,5,2,2,5,
PPI,Real Estate Holding & Development,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
PPP,Pharmaceuticals,,,,,,,3.4,3,4,4,2,3,3,5,4,3,3,
PPS,Business Support Services,,,,,,,1.6,2,2,1,1,1,1,1,3,2,2,
PPT,Gas Distribution,,,,,,,1.2,2,2,1,1,1,1,1,1,1,1,
PPY,Gas Distribution,,,,,,,1.7,3,3,1,2,1,2,1,1,1,1,
PQN,Transportation Services,,,,,,,1.7,5,2,1,1,1,1,1,1,1,2,
PRC,Trucking,,,,,,,1.1,1,2,1,1,1,1,1,1,1,1,
PRE,Reinsurance,,,,,,,1.6,4,2,1,1,1,1,1,1,2,2,
PRO,Food Products,,,,,,,1.5,1,2,1,1,1,1,1,4,2,1,
PRT,Farming & Fishing,,,,,,,2.0,2,2,1,1,1,1,1,3,3,5,
PSB,Heavy Construction,,,,,,,1.1,1,2,1,1,1,1,1,1,1,1,
PSC,Trucking,,,,,,,1.4,2,2,1,2,1,2,1,1,1,1,
PSD,Specialty Retailers,,,,,,,2.6,5,3,4,2,3,4,1,1,1,1,
PSE,Specialty Chemicals,,,,,,,2.9,5,5,4,2,4,4,1,1,1,1,
PSG,Heavy Construction,,,,,,,2.1,1,1,1,1,1,1,1,5,5,5,
PSH,Gas Distribution,,,,,,,1.5,4,2,1,1,1,1,1,1,1,1,
PSI,Investment Services,,,,,,,3.4,1,2,5,5,5,5,1,4,4,2,
PSL,Farming & Fishing,,,,,,,1.9,5,5,1,1,1,1,1,1,1,1,
PSN,Transportation Services,,,,,,,1.8,2,2,2,3,2,2,1,1,1,2,
PSP,Trucking,,,,,,,1.6,1,2,3,2,1,1,1,3,1,1,
PSW,Specialty Chemicals,,,,,,,3.3,5,5,4,2,4,4,5,1,1,1,
PTB,Forestry,,,,,,,3.2,5,3,3,3,3,4,4,3,2,2,
PTC,Heavy Construction,,,,,,,2.9,5,5,5,1,1,1,1,3,1,5,
PTD,Heavy Construction,,,,,,,1.6,3,2,1,1,1,1,1,2,2,2,
PTE,Building Materials & Fixtures,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
PTG,Clothing & Accessories,,,,,,,3.0,5,5,3,2,3,3,5,1,1,1,
PTH,Gas Distribution,,,,,,,1.9,2,2,2,1,2,2,5,1,1,1,
PTI,Property & Casualty Insurance,,,,,,,2.0,3,2,1,3,1,5,1,1,1,2,
PTL,Real Estate Holding & Development,,,,,,,1.9,1,2,5,2,1,1,1,3,1,1,
PTN,,,,,,,,,,,,,,,,,,,
PTO,Heavy Construction,,,,,,,2.1,2,2,2,1,5,5,1,1,1,1,
PTP,Fixed Line Telecommunications,,,,,,,1.1,1,2,1,1,1,1,1,1,1,1,
PTS,Trucking,,,,,,,2.7,3,2,4,2,5,4,1,2,2,2,
PTT,Trucking,,,,,,,1.2,1,2,2,1,1,1,1,1,1,1,
PTV,Oil Equipment & Services,,,,,,,1.1,1,1,1,1,1,1,1,2,1,1,
PTX,Trucking,,,,,,,1.7,2,2,3,2,2,1,1,1,1,1,
PV2,Real Estate Holding & Development,,,,,,,1.1,1,2,1,1,1,1,1,1,1,1,
PVA,Heavy Construction,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
PVB,Oil Equipment & Services,,,,,,,1.6,1,2,1,5,1,1,1,1,1,1,
PVC,Oil Equipment & Services,,,,,,,1.6,1,2,1,1,5,2,1,1,1,1,
PVD,Oil Equipment & Services,,,,,,,1.2,1,2,1,1,1,1,2,1,1,1,
PVE,Oil Equipment & Services,,,,,,,1.8,1,2,1,4,3,1,1,2,2,1,
PVG,Gas Distribution,,,,,,,1.9,1,2,5,3,1,2,1,1,1,1,
PVH,Heavy Construction,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
PVI,Property & Casualty Insurance,,,,,,,2.9,3,2,1,2,5,5,5,2,2,3,
PVL,Real Estate Holding & Development,,,,,,,2.9,2,2,5,5,1,1,5,5,1,1,
PVM,Industrial Suppliers,,,,,,,1.9,3,3,4,1,1,1,1,1,1,2,
PVO,Specialty Chemicals,,,,,,,1.3,1,2,1,2,1,1,1,2,1,1,
PVP,Trucking,,,,,,,3.2,3,3,5,2,3,2,5,2,3,4,
PVR,Real Estate Holding & Development,,,,,,,1.4,1,1,1,1,1,1,1,2,1,4,
PVS,Oil Equipment & Services,,,,,,,1.3,1,2,1,1,1,2,1,1,1,2,
PVT,Marine Transportation,,,,,,,2.5,3,3,2,2,3,4,1,2,3,2,
PVV,Heavy Construction,,,,,,,1.5,1,1,1,1,1,4,1,3,1,1,
PVX,Heavy Construction,,,,,,,1.2,1,1,1,1,1,1,1,1,1,3,
PVY,Heavy Construction,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
PWA,Real Estate Holding & Development,,,,,,,2.6,5,3,5,5,1,1,1,1,1,1,
PWS,Water,,,,,,,2.5,1,2,5,2,2,2,1,5,2,3,
PX1,Building Materials & Fixtures,,,,,,,1.5,1,1,1,5,1,1,1,1,1,1,
PXA,Real Estate Holding & Development,,,,,,,2.2,5,4,1,2,1,1,1,4,1,1,
PXC,Real Estate Holding & Development,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
PXI,Heavy Construction,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
PXL,Real Estate Holding & Development,,,,,,,2.1,1,2,2,1,1,5,1,5,1,3,
PXM,Heavy Construction,,,,,,,1.3,1,1,1,1,1,1,1,4,1,1,
PXS,Heavy Construction,,,,,,,1.1,1,2,1,1,1,1,1,1,1,1,
PXT,Heavy Construction,,,,,,,1.1,1,1,1,1,1,1,1,2,1,1,
QBS,Specialty Chemicals,,,,,,,1.3,1,1,1,1,1,1,1,1,1,4,
QCC,Heavy Construction,,,,,,,1.4,1,2,1,1,1,1,1,2,2,2,
QCG,Real Estate Holding & Development,,,,,,,2.2,1,2,2,1,5,5,1,2,2,2,
QHD,Diversified Industrials,,,,,,,1.7,3,3,1,1,1,1,1,2,2,2,
QHW,Soft Drinks,,,,,,,1.9,4,4,1,1,1,1,1,3,1,1,
QLT,Transportation Services,,,,,,,3.0,5,4,5,3,5,3,1,1,1,1,
QNC,Building Materials & Fixtures,,,,,,,2.8,5,3,1,2,5,5,1,2,2,2,
QNS,Food Products,,,,,,,2.6,4,4,1,2,1,2,1,4,3,4,
QNT,Heavy Construction,,,,,,,1.5,3,3,1,1,1,1,1,1,1,1,
QNU,Waste & Disposal Services,,,,,,,1.5,1,2,3,2,1,1,1,1,1,1,
QNW,Water,,,,,,,2.2,1,2,1,1,1,2,1,5,4,5,
QPH,Conventional Electricity,,,,,,,3.4,5,5,1,2,3,2,1,5,5,5,
QSP,Transportation Services,,,,,,,2.3,4,5,2,2,2,2,2,1,1,1,
QST,Publishing,,,,,,,2.5,3,3,3,3,3,4,1,2,1,2,
QTC,Heavy Construction,,,,,,,1.5,3,3,1,1,1,1,1,1,1,2,
QTP,Conventional Electricity,,,,,,,1.7,2,3,2,1,1,1,1,2,2,2,
RAL,Furnishings,,,,,,,3.4,5,3,5,3,4,5,1,3,2,2,
RAT,Trucking,,,,,,,2.0,2,2,2,3,3,2,3,1,1,1,
RBC,Commodity Chemicals,,,,,,,1.1,1,2,1,1,1,1,1,1,1,1,
RCC,Heavy Construction,,,,,,,2.4,5,3,5,1,1,2,1,2,1,2,
RCD,Heavy Construction,,,,,,,1.1,1,1,1,1,1,1,1,1,1,2,
RCL,Real Estate Holding & Development,,,,,,,2.5,2,2,2,4,5,1,2,3,2,2,
RDP,Commodity Chemicals,,,,,,,1.8,2,2,1,4,2,3,1,1,1,1,
REE,Industrial Machinery,,,,,,,3.5,3,3,3,2,4,5,1,5,5,5,
RGC,Broadcasting & Entertainment,,,,,,,1.5,1,1,1,2,1,5,1,1,1,1,
RIC,Recreational Services,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
ROS,Heavy Construction,,,,,,,1.2,1,2,1,1,1,1,1,1,1,2,
RTB,Commodity Chemicals,,,,,,,4.4,3,3,5,5,5,5,5,4,4,5,
S12,Heavy Construction,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
S27,Heavy Construction,,,,,,,1.2,1,1,1,1,1,1,1,2,2,1,
S4A,Conventional Electricity,,,,,,,3.6,5,4,4,2,2,1,3,5,5,5,
S55,Heavy Construction,,,,,,,3.1,2,2,2,2,5,5,1,4,5,4,
S72,Heavy Construction,,,,,,,3.0,1,2,1,5,1,5,1,5,5,5,
S74,Heavy Construction,,,,,,,1.8,2,3,1,1,1,2,1,5,1,1,
S96,Heavy Construction,,,,,,,1.4,1,1,4,1,1,1,1,1,1,2,
S99,Heavy Construction,,,,,,,2.9,3,2,5,5,1,5,1,2,2,2,
SAB,Brewers,,,,,,,2.5,4,4,1,1,1,2,1,4,3,4,
SAC,Transportation Services,,,,,,,2.1,2,3,1,1,1,1,5,2,2,3,
SAF,Food Products,,,,,,,3.3,5,5,3,2,3,3,5,2,2,2,
SAL,Commercial Vehicles & Trucks,,,,,,,2.0,2,2,5,1,5,1,1,1,1,1,
SAM,Telecommunications Equipment,,,,,,,2.1,1,2,5,2,1,5,1,1,1,2,
SAP,Publishing,,,,,,,1.2,1,1,1,1,1,1,1,3,1,1,
SAS,Specialty Retailers,,,,,,,1.8,1,2,1,1,1,1,1,5,2,3,
SAV,Forestry,,,,,,,3.1,3,3,5,3,5,5,1,2,2,2,
SB1,Brewers,,,,,,,1.5,1,1,1,1,1,1,1,3,2,3,
SBA,Conventional Electricity,,,,,,,3.3,3,3,3,2,2,2,3,5,5,5,
SBD,Software,,,,,,,2.5,2,2,5,5,4,1,1,2,1,1,
SBH,Conventional Electricity,,,,,,,3.3,5,5,2,2,2,1,1,5,5,5,
SBL,Brewers,,,,,,,1.4,1,2,1,1,1,1,1,2,2,2,
SBM,Heavy Construction,,,,,,,2.5,3,3,1,1,1,1,1,5,5,5,
SBR,Commodity Chemicals,,,,,,,1.5,2,2,1,1,1,1,1,1,1,4,
SBS,Investment Services,,,,,,,2.9,1,2,1,5,1,5,5,5,3,2,
SBT,Food Products,,,,,,,3.2,2,2,5,5,5,5,2,2,2,2,
SBV,Specialty Retailers,,,,,,,2.1,3,3,1,2,1,1,1,4,3,2,
SC5,Heavy Construction,,,,,,,1.5,2,2,1,2,2,2,1,1,1,1,
SCC,Building Materials & Fixtures,,,,,,,1.6,2,1,1,5,1,1,1,1,1,1,
SCD,Soft Drinks,,,,,,,1.2,1,1,1,1,1,1,1,3,1,1,
SCG,Heavy Construction,,,,,,,1.8,4,3,1,1,1,1,1,1,2,2,
SCI,Heavy Construction,,,,,,,3.4,5,3,5,5,5,5,1,1,1,2,
SCJ,Building Materials & Fixtures,,,,,,,2.5,1,2,1,5,1,5,5,2,2,1,
SCL,Building Materials & Fixtures,,,,,,,3.5,3,3,5,5,1,4,5,5,1,2,
SCO,Industrial Machinery,,,,,,,1.4,1,3,1,1,1,1,1,1,2,2,
SCR,Real Estate Holding & Development,,,,,,,2.5,1,2,2,4,1,5,1,3,1,5,
SCS,Airlines,,,,,,,4.2,5,5,4,3,3,3,4,5,5,5,
SCY,Commercial Vehicles & Trucks,,,,,,,1.5,1,2,1,1,2,2,1,2,1,2,
SD1,Heavy Construction,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
SD2,Heavy Construction,,,,,,,1.3,1,2,2,1,1,1,1,2,1,1,
SD3,Heavy Construction,,,,,,,1.9,1,2,1,1,1,1,1,5,5,2,
SD4,Heavy Construction,,,,,,,1.3,1,2,1,1,1,1,1,2,2,1,
SD5,Heavy Construction,,,,,,,1.2,1,2,1,2,1,1,1,1,1,1,
SD6,Heavy Construction,,,,,,,1.4,1,2,1,1,1,1,1,3,2,1,
SD7,Heavy Construction,,,,,,,1.8,1,2,1,1,1,1,1,5,5,1,
SD8,Heavy Construction,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
SD9,Heavy Construction,,,,,,,1.9,1,2,1,1,2,2,1,4,4,2,
SDA,Business Training & Employment Agencies,,,,,,,1.9,2,3,1,2,1,1,1,1,2,5,
SDB,Heavy Construction,,,,,,,1.2,1,2,1,1,1,1,1,2,1,1,
SDC,Business Support Services,,,,,,,1.4,1,2,1,1,1,1,1,3,1,2,
SDD,Heavy Construction,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
SDG,Containers & Packaging,,,,,,,2.6,2,2,2,5,3,5,1,2,2,2,
SDJ,Heavy Construction,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
SDK,Industrial Machinery,,,,,,,2.0,4,3,1,2,1,1,2,2,2,2,
SDN,Building Materials & Fixtures,,,,,,,3.3,5,5,3,1,2,2,5,3,3,4,
SDP,Building Materials & Fixtures,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
SDT,Heavy Construction,,,,,,,1.4,1,1,1,1,1,1,1,3,3,1,
SDU,Heavy Construction,,,,,,,2.0,1,2,1,1,1,2,1,5,5,2,
SDV,Waste & Disposal Services,,,,,,,3.2,5,3,5,5,4,5,1,1,1,1,
SDX,Heavy Construction,,,,,,,1.4,1,1,1,1,1,1,1,5,1,1,
SDY,Building Materials & Fixtures,,,,,,,1.1,1,1,1,2,1,1,1,1,1,1,
SEA,Farming & Fishing,,,,,,,2.2,2,3,1,1,1,5,1,2,1,5,
SEB,Conventional Electricity,,,,,,,3.7,5,5,3,2,2,2,3,5,5,5,
SED,Publishing,,,,,,,2.4,4,3,2,2,2,2,2,3,2,2,
SEP,Commodity Chemicals,,,,,,,2.7,5,3,3,2,2,2,5,2,1,1,
SFC,Gas Distribution,,,,,,,1.5,3,3,1,1,1,1,1,1,1,1,
SFG,Specialty Chemicals,,,,,,,1.3,2,2,1,1,1,1,1,1,1,2,
SFI,Marine Transportation,,,,,,,4.3,5,5,5,5,5,5,5,2,2,3,
SFN,Industrial Suppliers,,,,,,,2.9,5,5,3,1,1,2,5,2,2,2,
SGB,Banks,2,2,1,3,1,3,1.6,1,1,1,,,,,,,,1
SGC,Food Products,,,,,,,2.9,5,4,2,2,2,2,3,3,3,3,
SGD,Publishing,,,,,,,1.2,1,2,1,2,1,1,1,1,1,1,
SGH,Hotels,,,,,,,1.6,1,2,1,1,1,1,1,2,1,5,
SGI,Clothing & Accessories,,,,,,,1.6,1,2,1,1,1,1,1,3,1,4,
SGN,Transportation Services,,,,,,,1.9,2,3,1,1,1,1,1,3,3,3,
SGO,Food Products,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
SGP,Transportation Services,,,,,,,4.0,5,3,5,2,2,5,5,4,4,5,
SGR,Real Estate Holding & Development,,,,,,,2.3,2,2,1,1,1,1,1,5,5,5,
SGS,Marine Transportation,,,,,,,3.5,3,4,2,3,5,5,3,3,4,4,
SGT,Internet,,,,,,,2.2,2,2,2,1,1,1,1,4,4,4,
SHA,Steel,,,,,,,1.3,1,2,1,2,1,1,1,2,1,1,
SHB,Banks,4,3,5,3,5,4,4.1,4,3,5,,,,,,,,5
SHC,Marine Transportation,,,,,,,1.5,2,3,1,1,1,2,1,1,1,2,
SHE,Durable Household Products,,,,,,,2.9,4,3,5,3,5,1,1,2,2,2,
SHG,Heavy Construction,,,,,,,1.1,1,1,1,1,1,1,1,2,1,1,
SHI,Steel,,,,,,,2.5,2,2,1,5,3,3,5,2,1,1,
SHN,Coal,,,,,,,1.9,1,2,1,5,1,5,1,1,1,1,
SHP,Conventional Electricity,,,,,,,3.7,5,4,5,2,2,2,2,5,5,5,
SHS,Investment Services,,,,,,,4.9,5,4,5,5,5,5,5,5,5,5,
SHX,Travel & Tourism,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
SIC,Heavy Construction,,,,,,,1.6,1,2,1,4,1,1,1,1,2,2,
SID,Real Estate Holding & Development,,,,,,,1.9,1,2,1,1,1,1,2,5,1,5,
SIG,Heavy Construction,,,,,,,1.1,1,2,1,1,1,1,1,1,1,1,
SII,Water,,,,,,,1.4,1,1,1,1,1,5,1,1,1,1,
SIP,Real Estate Holding & Development,,,,,,,3.3,5,3,5,5,5,1,1,2,2,3,
SIV,Specialty Chemicals,,,,,,,1.8,3,4,1,2,1,2,1,1,1,1,
SJ1,Farming & Fishing,,,,,,,1.4,2,2,1,2,2,1,1,1,1,1,
SJC,Heavy Construction,,,,,,,2.4,1,2,1,5,5,5,1,2,1,1,
SJD,Conventional Electricity,,,,,,,3.3,4,4,2,2,2,2,2,5,5,5,
SJE,Heavy Construction,,,,,,,2.6,2,2,2,1,4,4,3,3,4,2,
SJF,Specialty Chemicals,,,,,,,1.1,1,2,1,1,1,1,1,1,1,1,
SJG,Heavy Construction,,,,,,,2.0,1,2,2,1,1,1,2,4,1,5,
SJM,Heavy Construction,,,,,,,1.4,1,1,1,1,1,1,1,1,1,5,
SJS,Real Estate Holding & Development,,,,,,,1.9,1,2,1,2,1,1,5,2,2,2,
SKG,Travel & Tourism,,,,,,,1.4,1,1,1,1,1,1,1,3,2,2,
SKH,Soft Drinks,,,,,,,2.5,4,4,1,2,1,2,4,3,2,2,
SKN,Soft Drinks,,,,,,,1.2,2,2,1,1,1,1,1,1,1,1,
SKV,Soft Drinks,,,,,,,2.7,5,4,2,4,2,2,1,2,2,2,
SLS,Food Products,,,,,,,3.3,5,5,2,3,2,3,1,3,4,5,
SMA,Conventional Electricity,,,,,,,3.3,2,2,5,1,2,2,5,5,5,5,
SMB,Brewers,,,,,,,3.0,5,5,2,2,3,2,1,3,3,3,
SMC,Steel,,,,,,,3.4,5,4,4,4,5,5,2,1,1,2,
SMN,Publishing,,,,,,,2.3,4,3,2,2,2,2,2,2,1,2,
SMT,Telecommunications Equipment,,,,,,,1.2,1,2,1,2,1,1,1,1,1,1,
SNC,Farming & Fishing,,,,,,,1.3,1,2,1,1,1,2,2,1,1,1,
SNZ,Heavy Construction,,,,,,,3.1,3,2,4,2,4,4,1,4,4,3,
SP2,Conventional Electricity,,,,,,,2.7,1,2,1,2,4,2,1,5,5,5,
SPB,Clothing & Accessories,,,,,,,3.0,5,3,4,3,5,5,1,1,1,1,
SPC,Specialty Chemicals,,,,,,,1.9,3,2,1,2,3,1,1,3,2,1,
SPD,Farming & Fishing,,,,,,,1.1,1,2,1,1,1,1,1,1,1,1,
SPH,Farming & Fishing,,,,,,,1.8,3,3,1,1,1,1,5,1,1,1,
SPI,General Mining,,,,,,,2.1,1,2,5,1,1,1,1,1,3,5,
SPM,Pharmaceuticals,,,,,,,2.0,1,2,5,2,1,1,1,2,2,2,
SPP,Containers & Packaging,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
SPV,Farming & Fishing,,,,,,,1.2,2,2,1,1,1,1,1,1,1,1,
SQC,General Mining,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
SRA,Software,,,,,,,4.7,3,4,5,5,5,5,5,5,5,5,
SRB,Software,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
SRC,Tires,,,,,,,1.7,3,2,1,2,1,1,1,2,2,2,
SRF,Industrial Machinery,,,,,,,1.3,2,2,1,1,1,2,1,1,1,1,
SRT,Travel & Tourism,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
SSB,Banks,4,2,5,3,4,5,4.0,4,3,5,,,,,,,,5
SSC,Farming & Fishing,,,,,,,2.8,3,4,2,1,2,1,4,4,3,4,
SSF,Footwear,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
SSG,Marine Transportation,,,,,,,1.9,5,3,1,1,1,3,1,1,1,1,
SSH,Real Estate Holding & Development,,,,,,,1.9,3,2,1,1,1,1,1,3,1,5,
SSI,Investment Services,,,,,,,4.2,3,2,5,5,5,5,2,5,5,5,
SSM,Steel,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
SSN,Farming & Fishing,,,,,,,1.4,1,2,1,1,1,1,1,4,1,1,
ST8,Electronic Office Equipment,,,,,,,2.0,1,2,1,1,1,1,2,4,4,4,
STB,Banks,3,2,5,2,3,2,3.2,3,2,5,,,,,,,,5
STC,Publishing,,,,,,,2.4,3,3,2,2,2,2,5,2,1,2,
STG,Transportation Services,,,,,,,3.3,3,3,5,4,5,5,1,2,2,2,
STH,Publishing,,,,,,,1.5,1,2,1,1,1,1,1,4,1,2,
STK,Clothing & Accessories,,,,,,,3.5,5,4,5,2,5,4,1,2,3,3,
STL,Real Estate Holding & Development,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
STP,Containers & Packaging,,,,,,,1.5,1,2,2,1,2,1,2,1,1,2,
STS,Trucking,,,,,,,3.2,4,4,5,1,5,5,1,3,2,2,
STT,Travel & Tourism,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
STW,Water,,,,,,,2.7,2,3,3,3,1,1,1,5,4,4,
SUM,Publishing,,,,,,,1.1,1,2,1,1,1,1,1,1,1,1,
SVC,Automobiles,,,,,,,1.8,2,2,2,2,2,3,2,1,1,1,
SVD,Clothing & Accessories,,,,,,,1.5,2,2,1,1,1,1,1,2,2,2,
SVG,Diversified Industrials,,,,,,,1.7,1,2,2,2,1,1,4,2,1,1,
SVH,Conventional Electricity,,,,,,,3.5,5,3,5,1,3,2,1,5,5,5,
SVI,Containers & Packaging,,,,,,,2.3,4,3,2,2,2,2,2,2,2,2,
SVN,Heavy Construction,,,,,,,1.5,1,2,1,4,1,1,1,1,1,1,
SVT,Paper,,,,,,,3.7,4,5,5,4,1,5,5,1,1,5,
SWC,Marine Transportation,,,,,,,4.1,4,4,5,5,5,5,1,3,4,5,
SZB,Real Estate Holding & Development,,,,,,,2.7,4,3,1,1,1,1,1,5,5,5,
SZC,Real Estate Holding & Development,,,,,,,4.0,5,3,5,5,5,1,1,5,5,5,
SZE,Waste & Disposal Services,,,,,,,1.7,2,2,1,2,1,2,1,2,2,2,
SZG,Real Estate Holding & Development,,,,,,,2.3,2,2,1,1,1,1,1,5,5,5,
SZL,Real Estate Holding & Development,,,,,,,2.8,4,3,1,2,2,2,1,4,4,5,
TA3,Heavy Construction,,,,,,,1.6,2,2,2,1,1,4,1,1,1,1,
TA6,Heavy Construction,,,,,,,1.2,2,2,1,1,1,1,1,1,1,1,
TA9,Heavy Construction,,,,,,,1.3,3,2,1,1,1,1,1,1,1,1,
TAG,Real Estate Holding & Development,,,,,,,1.5,2,3,1,1,1,1,1,1,1,3,
TAN,Soft Drinks,,,,,,,1.1,1,2,1,1,1,1,1,1,1,1,
TAR,Farming & Fishing,,,,,,,2.7,3,3,5,5,5,1,1,1,1,1,
