lmao,ticker,exchange,shortName,industryID,industryIDv2,industry,industryEn,establishedYear,noEmployees,noShareholders,foreignPercent,website,stockRating,deltaInWeek,deltaInMonth,deltaInYear,outstandingShare,issueShare,companyType
410,DXL,UPCOM,Du lịch và Xuất nhập khẩu Lạng Sơn,259.0,5753,Du lịch và Giải trí,Travel & Leisure,2006.0,56.0,84.0,0.019,http://tocolimexlangson.com,,-0.016,-0.347,0.258,4.0,4.0,CT
411,DXP,HNX,Cảng Đoạn Xá,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2001.0,206.0,0.0,0.025,http://www.doanxaport.com.vn,2.8,-0.114,-0.252,-0.382,27.3,27.3,CT
412,DXS,HOSE,Dịch vụ BĐS Đất Xanh,339.0,8637,Bất động sản,Real Estate,2011.0,7191.0,1653.0,0.211,https://datxanhservices.vn,2.7,-0.014,-0.457,-0.453,453.1,453.1,CT
413,DXV,HOSE,Vật liệu Xây dựng Đà Nẵng,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2006.0,250.0,578.0,0.006,http://coxiva.com.vn/,2.5,-0.039,-0.085,-0.152,9.9,9.9,CT
414,DZM,HNX,Cơ điện Dzĩ An,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2001.0,86.0,0.0,0.097,http://www.dzima.com,,-0.094,-0.207,-0.32,5.4,5.4,CT
415,E12,UPCOM,XD Điện VNECO 12,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2015.0,70.0,106.0,0.0,http://www.vneco12.com.vn,,0.006,-0.097,-0.187,1.2,1.2,CT
416,E1VFVN30,HOSE,Quỹ ETF DCVFMVN30,302.0,8985,Dịch vụ tài chính,Financial Services,2014.0,0.0,0.0,0.924,https://dragoncapital.com.vn,1.6,0.08,0.016,-0.004,414.5,414.5,QU
417,E29,UPCOM,Đầu tư XD và Kỹ thuật 29,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2012.0,562.0,179.0,0.0,http://www.congty29.vn,,0.124,-0.014,0.005,5.0,5.0,CT
418,EBS,HNX,Sách Giáo dục Hà Nội,256.0,5557,Truyền thông,Media,2004.0,88.0,932.0,0.083,http://www.sachgiaoduchanoi.vn,,-0.157,-0.132,0.098,10.0,10.2,CT
419,ECI,HNX,Bản đồ và tranh ảnh GD,256.0,5557,Truyền thông,Media,2007.0,40.0,98.0,0.048,http://www.bandotranhanh.vn,,-0.016,0.078,-0.028,1.8,1.9,CT
420,EFI,UPCOM,Tài chính giáo dục,336.0,8633,Bất động sản,Real Estate,2007.0,33.0,653.0,0.002,http://www.efi.vn,,-0.063,0.189,-0.085,10.9,10.9,CT
421,EIB,HOSE,Eximbank,289.0,8355,Ngân hàng,Banks,1992.0,6136.0,0.0,0.236,http://www.eximbank.com.vn,2.8,-0.212,-0.397,0.044,1229.4,1235.5,NH
422,EIC,UPCOM,EVN Quốc Tế,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2008.0,30.0,1764.0,0.0,http://www.evni.vn,3.1,-0.093,-0.074,0.399,36.7,36.7,CT
423,EID,HNX,Phát triển GD Hà Nội,256.0,5557,Truyền thông,Media,2007.0,135.0,1457.0,0.222,http://www.heid.vn,3.0,-0.04,0.063,0.183,15.0,15.0,CT
424,EIN,UPCOM,Đầu tư - TM - DV Điện lực,259.0,5753,Du lịch và Giải trí,Travel & Leisure,2007.0,100.0,0.0,0.0,http://www.ecinvest.vn,2.0,0.059,-0.159,-0.499,45.4,45.4,CT
425,ELC,HOSE,ELCOM,314.0,9578,Công nghệ Thông tin,Technology,2003.0,223.0,208.0,0.043,http://www.elcom.com.vn,2.5,0.054,-0.225,-0.329,58.8,50.9,CT
426,EMC,HOSE,Cơ điện Thủ Đức,187.0,2737,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1976.0,128.0,723.0,0.002,http://www.codientd.com,2.6,-0.115,-0.32,-0.169,15.3,15.3,CT
427,EME,UPCOM,Điện Cơ,187.0,2737,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1999.0,75.0,204.0,0.031,http://www.emec.vn,,-0.016,0.078,0.31,3.8,3.8,CT
428,EMG,UPCOM,Thiết bị phụ tùng cơ điện,187.0,2737,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2005.0,50.0,140.0,0.0,http://www.emesco.com.vn,,-0.016,0.078,0.663,3.0,3.0,CT
429,EMS,UPCOM,Chuyển phát nhanh Bưu điện,190.0,2771,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2015.0,1861.0,879.0,0.022,http://www.ems.com.vn,2.7,-0.298,-0.14,-0.044,19.8,19.8,CT
430,EPC,UPCOM,Cà Phê Ea Pốk,216.0,3537,Thực phẩm và đồ uống,Food & Beverage,1993.0,634.0,0.0,0.0,http://www.eapokcafe.com,,-0.016,0.078,8.198,9.4,9.4,CT
431,EPH,UPCOM,Xuất bản giáo dục Hà Nội,256.0,5557,Truyền thông,Media,2009.0,112.0,188.0,0.002,http://xbgdhn.vn/,,-0.097,-0.039,0.234,2.5,2.5,CT
432,EVE,HOSE,Everpia,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2007.0,1360.0,52.0,0.718,http://www.everpia.vn,3.0,-0.027,0.052,0.075,42.0,42.0,CT
433,EVF,HOSE,Tài chính Điện lực,298.0,8773,Dịch vụ tài chính,Financial Services,2008.0,487.0,57405.0,0.001,http://www.evnfc.vn,2.7,-0.094,-0.153,-0.243,351.1,351.1,NH
434,EVG,HOSE,Tập đoàn Everland,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2009.0,20.0,1398.0,0.001,http://www.everland.vn,2.6,-0.091,-0.231,-0.375,215.2,215.2,CT
435,EVS,HNX,Chứng khoán Everest,300.0,8777,Dịch vụ tài chính,Financial Services,2006.0,152.0,201.0,0.0,http://www.eves.com.vn,2.8,0.002,-0.084,-0.36,103.0,103.0,CK
436,FBA,UPCOM,Tập đoàn Quốc tế FBA,221.0,3726,Hàng cá nhân & Gia dụng,Personal & Household Goods,2003.0,31.0,0.0,0.01,http://www.uslight.vn,,-0.016,0.078,0.343,3.4,3.4,CT
437,FBC,UPCOM,Cơ khí Phổ Yên,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2004.0,1011.0,222.0,0.0,http://www.fomeco.vn,,-0.016,0.078,0.766,3.7,3.7,CT
438,FCC,UPCOM,Liên hợp Thực phẩm,214.0,3533,Thực phẩm và đồ uống,Food & Beverage,2005.0,178.0,103.0,0.0,http://www.lhtp.com.vn,,-0.016,0.078,0.025,6.0,6.0,CT
439,FCM,HOSE,Khoáng sản FECON,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2007.0,423.0,3204.0,0.031,http://www.feconmining.com.vn,2.5,-0.082,-0.22,-0.314,45.1,45.1,CT
440,FCN,HOSE,FECON CORP,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2004.0,1392.0,23990.0,0.324,http://www.fecon.com.vn,2.3,-0.014,-0.312,-0.246,157.4,157.4,CT
441,FCS,UPCOM,Lương thực TP Hồ Chí Minh,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2008.0,196.0,446.0,0.0,http://www.foodcosa.vn,2.2,-0.016,0.078,0.427,29.5,29.5,CT
442,FDC,HOSE,FIDECO,336.0,8633,Bất động sản,Real Estate,1993.0,174.0,0.0,0.0,http://www.fidecovn.com,2.2,-0.07,0.033,0.539,38.6,38.6,CT
443,FGL,UPCOM,Cà Phê Gia Lai,216.0,3537,Thực phẩm và đồ uống,Food & Beverage,1996.0,31.0,175.0,0.0,http://www.gialaicoffee.com.vn,,-0.016,0.078,0.534,14.7,14.7,CT
444,FHN,UPCOM,XNK lương thực Hà Nội,248.0,5337,Bán lẻ,Retail,2005.0,187.0,260.0,0.0,http://www.vihafood.com,,-0.016,0.078,0.536,3.0,3.0,CT
445,FHS,UPCOM,Phát hành sách TP HCM - FAHASA,256.0,5557,Truyền thông,Media,1976.0,2200.0,525.0,0.0,http://www.fahasasg.com.vn,,-0.016,0.058,1.014,12.8,12.8,CT
446,FIC,UPCOM,VLXD số 1,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2010.0,67.0,163.0,0.0,http://www.fico.com.vn,2.1,-0.036,-0.029,0.262,127.0,127.0,CT
447,FID,HNX,Đầu tư và PT doanh nghiệp VN,339.0,8637,Bất động sản,Real Estate,2010.0,6.0,164.0,0.0,http://www.vndi.vn,,-0.016,-0.313,-0.494,24.7,24.7,CT
448,FIR,HOSE,Địa ốc First Real,336.0,8633,Bất động sản,Real Estate,2014.0,36.0,415.0,0.01,https://fir.vn/,3.2,0.037,0.157,1.031,44.6,44.6,CT
449,FIT,HOSE,Tập đoàn F.I.T,299.0,8775,Dịch vụ tài chính,Financial Services,2007.0,2122.0,8731.0,0.0,http://www.fitgroup.com.vn,2.4,-0.044,-0.212,-0.417,339.9,339.9,CT
450,FLC,HOSE,Tập đoàn FLC,336.0,8633,Bất động sản,Real Estate,2008.0,10000.0,32571.0,0.022,http://www.flc.vn,2.4,-0.016,0.078,-0.412,710.0,710.0,CT
451,FMC,HOSE,Thực phẩm Sao Ta,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,2003.0,4647.0,2767.0,0.314,http://www.fimexvn.com,2.9,-0.132,-0.142,-0.064,65.4,65.4,CT
452,FOC,UPCOM,FPT Online,255.0,5555,Truyền thông,Media,2007.0,321.0,110.0,0.037,http://www.fptonline.net,3.0,-0.06,0.011,0.308,18.4,18.5,CT
453,FOX,UPCOM,FPT Telecom,267.0,6535,Viễn thông,Telecommunications,2005.0,9412.0,564.0,0.0,http://www.fpt.vn,2.8,-0.115,-0.131,-0.029,328.3,328.3,CT
454,FPT,HOSE,FPT Corp,310.0,9537,Công nghệ Thông tin,Technology,2002.0,37882.0,48598.0,0.49,https://www.fpt.com.vn/vi,2.7,-0.033,0.047,0.234,1097.0,1097.0,CT
455,FRC,UPCOM,Lâm đặc sản xuất khẩu Quảng Nam,155.0,1733,Tài nguyên Cơ bản,Basic Resources,2015.0,579.0,246.0,0.0,http://www.forexco.com.vn,,-0.03,-0.112,0.168,3.0,3.0,CT
456,FRM,UPCOM,Lâm nghiệp Sài Gòn,155.0,1733,Tài nguyên Cơ bản,Basic Resources,2010.0,47.0,394.0,0.0,http://www.forimex.vn,,-0.016,0.046,0.057,11.7,11.7,CT
457,FRT,HOSE,Bán lẻ FPT,253.0,5379,Bán lẻ,Retail,2012.0,10078.0,8981.0,0.243,http://frt.vn,2.7,-0.071,-0.105,0.958,118.5,118.5,CT
458,FSO,UPCOM,Đóng tàu thủy sản VN,188.0,2753,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2006.0,68.0,179.0,0.0,http://www.dongtauthuysan.vn,,-0.016,0.078,0.343,5.6,5.6,CT
459,FT1,UPCOM,Phụ tùng máy số 1,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2008.0,1100.0,942.0,0.004,http://www.futu1.com.vn,,-0.109,-0.094,0.214,7.1,7.1,CT
460,FTI,UPCOM,Công nghiệp - Thương mại Hữu Nghị,212.0,3355,Ô tô và phụ tùng,Automobiles & Parts,2005.0,19.0,104.0,0.0,http://www.ftic.vn,,-0.016,0.078,1.286,3.9,3.9,CT
461,FTM,UPCOM,Phát triển Đức Quân,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2006.0,279.0,6098.0,0.003,http://www.fortex.com.vn,,-0.092,-0.376,-0.457,50.0,50.0,CT
462,FTS,HOSE,Chứng khoán FPT,300.0,8777,Dịch vụ tài chính,Financial Services,2007.0,453.0,2199.0,0.264,http://www.fpts.com.vn,3.2,0.044,-0.396,-0.366,195.1,195.1,CK
463,FUCTVGF3,HOSE,Quỹ Đầu tư Tăng trưởng Thiên Việt 3,302.0,8985,Dịch vụ tài chính,Financial Services,2019.0,0.0,0.0,0.0,https://www.tvam.vn/vi,,-0.016,0.078,0.477,19.9,19.9,QU
464,FUCTVGF4,HOSE,Quỹ Đầu tư Tăng trưởng Thiên Việt 4,302.0,8985,Dịch vụ tài chính,Financial Services,2022.0,0.0,0.0,0.0,https://www.tvam.vn/vi,,-0.147,-0.275,,20.1,20.1,QU
465,FUCVREIT,HOSE,Quỹ đầu tư BĐS Techcom Việt Nam,302.0,8985,Dịch vụ tài chính,Financial Services,2008.0,0.0,0.0,0.02,,,-0.075,-0.091,-0.186,5.0,5.0,QU
466,FUEDCMID,HOSE,Quỹ ETF DCVFMVNMIDCAP,302.0,8985,Dịch vụ tài chính,Financial Services,2022.0,0.0,0.0,0.877,https://dragoncapital.com.vn,,-0.021,-0.076,,9.4,9.4,QU
467,FUEIP100,HOSE,ETF IPAAM VN100,302.0,8985,Dịch vụ tài chính,Financial Services,2019.0,0.0,0.0,0.008,https://ipaam.com.vn/vi/home,,-0.02,-0.039,-0.053,5.7,5.7,QU
468,FUEKIV30,HOSE,KIM GROWTH VN30 ETF,302.0,8985,Dịch vụ tài chính,Financial Services,2021.0,0.0,0.0,0.837,https://koreainvestment.com.vn/en/home,,0.0,0.026,,51.5,51.5,QU
469,FUEMAV30,HOSE,Quỹ ETF MAFM VN30,302.0,8985,Dịch vụ tài chính,Financial Services,2020.0,0.0,0.0,0.845,http://www.fundmanagement-miraeasset.com.vn,1.5,0.012,0.004,-0.02,35.6,35.6,QU
470,FUESSV30,HOSE,Quỹ ETF SSIAM VN30,302.0,8985,Dịch vụ tài chính,Financial Services,2020.0,0.0,0.0,0.376,http://www.ssi.com.vn/ssiam/thong-tin-chung-ssiam-vn30,,0.026,-0.015,-0.037,5.4,5.4,QU
471,FUESSV50,HOSE,Quỹ ETF SSIAM VNX50,302.0,8985,Dịch vụ tài chính,Financial Services,2014.0,0.0,0.0,0.562,http://www.ssi.com.vn/AssetManagement.aspx,,-0.073,-0.202,-0.15,16.1,16.1,QU
472,FUESSVFL,HOSE,Quỹ ETF SSIAM VNFIN LEAD,302.0,8985,Dịch vụ tài chính,Financial Services,2019.0,0.0,0.0,0.964,http://www.ssi.eom.vn/ssiam/san-pham-va-dich-vu-ssiam,1.4,-0.03,0.004,-0.075,217.0,217.0,QU
473,FUEVFVND,HOSE,Quỹ ETF DCVFMVN DIAMOND,302.0,8985,Dịch vụ tài chính,Financial Services,2020.0,0.0,0.0,0.98,https://dragoncapital.com.vn,2.0,0.006,0.008,0.09,705.1,705.1,QU
474,FUEVN100,HOSE,Quỹ ETF VINACAPITAL VN100,302.0,8985,Dịch vụ tài chính,Financial Services,2019.0,0.0,0.0,0.237,http://www.vinacapital.com,,-0.025,-0.03,-0.046,17.0,17.0,QU
475,G20,UPCOM,Đầu tư Dệt may Vĩnh Phúc,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2010.0,250.0,110.0,0.001,http://www.ghome.vn,,-0.016,-0.144,-0.352,14.4,14.4,CT
476,G36,UPCOM,Tổng Công ty 36,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006.0,343.0,13172.0,0.0,http://36corp.com/,2.0,-0.016,-0.228,-0.401,101.8,101.8,CT
477,GAB,HOSE,Đầu tư Khai khoáng và Quản lý Tài sản FLC,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2016.0,45.0,305.0,0.003,https://flcgab.vn,2.3,-0.016,0.078,0.342,14.9,14.9,CT
478,GAS,HOSE,PV Gas,275.0,7573,"Điện, nước & xăng dầu khí đốt",Utilities,1990.0,3800.0,10295.0,0.03,http://www.pvgas.com.vn,2.8,-0.012,0.103,0.343,1914.0,1914.0,CT
479,GCB,UPCOM,PETEC Bình Định,275.0,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2001.0,76.0,228.0,0.0,http://petecbidico.com.vn/,,-0.016,0.078,0.373,4.0,4.0,CT
480,GDT,HOSE,Gỗ Đức Thành,221.0,3726,Hàng cá nhân & Gia dụng,Personal & Household Goods,2000.0,1223.0,2148.0,0.239,http://www.goducthanh.com,2.6,-0.061,-0.058,-0.09,19.4,19.7,CT
481,GDW,HNX,Cấp nước Gia Định,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,1991.0,322.0,297.0,0.056,http://www.capnuocgiadinh.vn,2.8,0.011,-0.082,-0.054,9.5,9.5,CT
482,GE2,UPCOM,Tổng Công ty Phát điện 2,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2005.0,,0.0,0.0,http://www.evngenco2.vn,2.4,-0.016,0.124,0.462,1186.6,0.3,CT
483,GEE,UPCOM,Thiết bị điện GELEX,187.0,2737,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2016.0,470.0,105.0,0.0,https://gelex-electric.com,1.8,-0.083,0.001,,300.0,300.0,CT
484,GEG,HOSE,Điện Gia Lai,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2010.0,665.0,1956.0,0.352,http://www.geccom.vn,2.6,-0.006,-0.177,-0.107,321.9,321.9,CT
485,GER,UPCOM,Thể thao Ngôi sao Geru,150.0,1353,Hóa chất,Chemicals,2006.0,130.0,101.0,0.0,http://www.gerusport.com.vn,,-0.016,-0.09,1.27,2.2,2.2,CT
486,GEX,HOSE,Tập đoàn Gelex,187.0,2737,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2012.0,10665.0,3914.0,0.097,https://gelex.vn,2.7,0.128,-0.054,-0.337,851.5,851.5,CT
487,GGG,UPCOM,Ôtô Giải Phóng,211.0,3353,Ô tô và phụ tùng,Automobiles & Parts,2001.0,37.0,0.0,0.064,http://www.giaiphong.com.vn,,-0.016,0.022,0.252,29.4,9.6,CT
488,GH3,UPCOM,Công trình giao thông Hà Nội,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2005.0,481.0,525.0,0.0,http://giaothonghanoi.com.vn,,-0.016,0.078,0.343,11.5,11.5,CT
489,GHC,UPCOM,Thủy điện Gia Lai,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2002.0,72.0,3994.0,0.002,https://ghc.vn,3.2,-0.062,-0.003,0.09,47.7,47.7,CT
490,GIC,HNX,ĐT Dịch vụ và PT Xanh,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2017.0,150.0,0.0,0.05,https://greenicd.com.vn/,,-0.11,-0.165,-0.215,12.1,12.1,CT
491,GIL,HOSE,XNK Bình Thạnh,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2000.0,1992.0,0.0,0.036,http://www.gilimex.com,3.2,0.175,-0.243,-0.33,69.0,69.0,CT
492,GKM,HNX,Khang Minh Group,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2010.0,137.0,281.0,0.0,https://khangminhgroup.com/,2.7,0.018,-0.101,0.229,23.8,23.8,CT
493,GLC,UPCOM,Vàng Lào Cai,167.0,1777,Tài nguyên Cơ bản,Basic Resources,2007.0,43.0,0.0,0.0,http://www.vanglaocai.com.vn,,-0.016,0.078,0.343,10.5,10.5,CT
494,GLT,HNX,KT Điện Toàn Cầu,223.0,3743,Hàng cá nhân & Gia dụng,Personal & Household Goods,1996.0,81.0,239.0,0.038,http://www.toancau.vn,,0.025,0.091,0.183,8.1,9.2,CT
495,GLW,UPCOM,Cấp thoát nước Gia Lai,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2010.0,115.0,134.0,0.0,http://www.capnuocgialai.com,,-0.152,-0.059,1.001,18.0,18.0,CT
496,GMA,HNX,Enteco Việt Nam,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2011.0,21.0,127.0,0.0,http://enteco.vn/vi/,2.0,-0.016,0.078,0.224,20.0,20.0,CT
497,GMC,HOSE,Garmex Sài Gòn,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2003.0,4118.0,0.0,0.083,http://www.garmex.vn,3.0,0.07,-0.17,-0.208,33.0,33.0,CT
498,GMD,HOSE,Gemadept,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1993.0,1481.0,18032.0,0.482,http://www.gemadept.com.vn,2.9,-0.061,-0.037,0.143,301.4,301.4,CT
499,GMH,HOSE,Minh Hưng Quảng Trị,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2006.0,405.0,173.0,0.0,http://minhhungqt.vn,3.5,-0.05,0.058,,16.5,16.5,CT
500,GMX,HNX,Gạch ngói Mỹ Xuân,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2003.0,365.0,809.0,0.057,http://www.myxuan-vt.com.vn,,0.075,0.212,0.306,9.0,9.0,CT
501,GND,UPCOM,Gạch ngói Đồng Nai,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2006.0,518.0,290.0,0.005,http://www.tuildonai.com.vn,3.3,-0.087,0.003,0.165,9.0,9.0,CT
502,GSM,UPCOM,Thủy điện Hương Sơn,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2003.0,66.0,0.0,0.0,http://www.thuydienhuongson.vn,3.2,-0.016,0.072,0.397,28.6,28.6,CT
503,GSP,HOSE,Gas Shipping,191.0,2773,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007.0,218.0,350.0,0.011,http://www.gasshipping.com.vn,2.7,-0.074,-0.138,-0.231,55.8,55.8,CT
504,GTA,HOSE,Gỗ Thuận An,155.0,1733,Tài nguyên Cơ bản,Basic Resources,2001.0,762.0,1546.0,0.006,http://gothuanan.vn/,2.6,0.025,-0.091,0.028,9.8,10.4,CT
505,GTD,UPCOM,Giầy Thượng Đình,227.0,3765,Hàng cá nhân & Gia dụng,Personal & Household Goods,2005.0,603.0,133.0,0.0,http://www.thuongdinhfootwear.com.vn,1.6,0.49,0.367,0.024,9.3,9.3,CT
506,GTH,UPCOM,XD-GT Thừa Thiên Huế,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006.0,139.0,0.0,0.017,https://xdgt-tth.com.vn/,,-0.205,-0.224,-0.272,2.7,2.7,CT
507,GTS,UPCOM,Công trình Giao thông Sài Gòn,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2010.0,505.0,638.0,0.002,http://www.giaothongsaigon.com.vn,2.7,-0.016,0.194,0.165,28.5,28.5,CT
508,GTT,UPCOM,Thuận Thảo Group,260.0,5755,Du lịch và Giải trí,Travel & Leisure,1985.0,232.0,1849.0,0.001,http://www.thuanthao.com.vn,,-0.016,-0.065,-0.282,43.5,43.5,CT
509,GVR,HOSE,Tập đoàn CN Cao su VN,150.0,1353,Hóa chất,Chemicals,2010.0,217.0,0.0,0.005,http://www.vnrubbergroup.com,2.9,0.036,-0.19,-0.345,4000.0,4000.0,CT
510,GVT,UPCOM,Giấy Việt Trì,156.0,1737,Tài nguyên Cơ bản,Basic Resources,2008.0,468.0,574.0,0.0,http://www.giayviettri.com.vn,3.0,-0.016,-0.074,0.297,11.6,11.6,CT
511,H11,UPCOM,Xây dựng HUD101,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007.0,38.0,175.0,0.002,http://www.hud101.vn,,-0.203,-0.157,-0.187,1.1,1.1,CT
512,HAC,UPCOM,Chứng khoán Hải Phòng,300.0,8777,Dịch vụ tài chính,Financial Services,2015.0,52.0,0.0,0.006,http://www.haseco.vn,3.1,-0.016,-0.065,-0.33,29.2,29.2,CK
513,HAD,HNX,Bia Hà Nội - Hải Dương,214.0,3533,Thực phẩm và đồ uống,Food & Beverage,2003.0,196.0,0.0,0.094,http://www.habecohd.com.vn,,-0.054,0.009,0.235,4.0,4.0,CT
514,HAF,UPCOM,Thực phẩm Hà Nội,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2005.0,138.0,0.0,0.0,http://www.thucphamhanoi.com.vn,2.6,-0.164,0.055,0.303,14.5,14.5,CT
515,HAG,HOSE,Hoàng Anh Gia Lai,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,2006.0,117.0,54114.0,0.022,http://www.hagl.com.vn,2.3,0.044,-0.155,0.227,927.4,927.5,CT
516,HAH,HOSE,Vận tải và Xếp dỡ Hải An,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2009.0,470.0,7839.0,0.132,http://www.haiants.vn,3.5,-0.071,-0.298,-0.167,70.3,68.3,CT
517,HAI,HOSE,Nông Dược HAI,151.0,1357,Hóa chất,Chemicals,2005.0,187.0,8365.0,0.012,http://www.congtyhai.com,2.4,-0.016,0.078,-0.437,182.7,182.7,CT
518,HAM,UPCOM,Vật tư Hậu Giang,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2003.0,707.0,221.0,0.0,http://www.hamaco.com.vn,,-0.147,-0.209,0.068,9.6,9.3,CT
519,HAN,UPCOM,Xây dựng Hà Nội,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,1996.0,724.0,463.0,0.0,http://www.hancorp.com.vn,2.4,-0.016,-0.072,-0.181,141.0,141.0,CT
520,HAP,HOSE,Tập đoàn Hapaco,156.0,1737,Tài nguyên Cơ bản,Basic Resources,1999.0,620.0,8771.0,0.025,http://www.hapaco.vn,2.7,0.012,-0.106,-0.351,110.9,111.1,CT
521,HAR,HOSE,BĐS An Dương Thảo Điền,336.0,8633,Bất động sản,Real Estate,2007.0,74.0,9423.0,0.002,http://www.adtdgroup.com,2.6,0.028,-0.102,-0.348,95.7,101.4,CT
522,HAS,HOSE,Hacisco,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2001.0,89.0,1529.0,0.167,https://has.vn/,2.8,0.196,0.025,0.056,7.8,8.0,CT
523,HAT,HNX,TM Bia Hà Nội,214.0,3533,Thực phẩm và đồ uống,Food & Beverage,2006.0,124.0,0.0,0.05,http://www.biahoihanoi.com.vn,,0.202,0.254,0.57,3.1,3.1,CT
524,HAV,UPCOM,Rượu Hapro,215.0,3535,Thực phẩm và đồ uống,Food & Beverage,2007.0,13.0,209.0,0.0,http://www.haprovodka.vn,2.8,-0.016,0.004,-0.266,3.3,3.3,CT
525,HAX,HOSE,Ô tô Hàng Xanh,211.0,3353,Ô tô và phụ tùng,Automobiles & Parts,2000.0,718.0,2696.0,0.161,http://www.haxaco.com.vn,3.1,-0.053,-0.303,-0.06,56.9,56.9,CT
526,HBC,HOSE,Tập đoàn Xây dựng Hòa Bình,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2000.0,5040.0,19799.0,0.162,https://hbcg.vn,2.0,-0.027,-0.351,-0.333,274.1,267.8,CT
527,HBD,UPCOM,Bao bì PP Bình Dương,184.0,2723,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2002.0,10.0,262.0,0.015,http://www.haipacbd.com,2.8,-0.016,0.072,0.424,1.9,2.0,CT
528,HBH,UPCOM,HABECO Hải Phòng,214.0,3533,Thực phẩm và đồ uống,Food & Beverage,2007.0,77.0,187.0,0.02,https://habecohaiphong.com.vn/,,0.067,0.132,0.133,16.0,16.0,CT
529,HBS,HNX,Chứng khoán Hòa Bình,300.0,8777,Dịch vụ tài chính,Financial Services,2008.0,39.0,0.0,0.001,http://www.hbse.com.vn,3.3,0.026,0.04,-0.332,33.0,33.0,CK
530,HC1,UPCOM,Xây dựng số 1 Hà Nội,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2013.0,377.0,208.0,0.0,http://hacc1.com.vn,,-0.016,0.078,0.186,8.0,8.0,CT
531,HC3,UPCOM,Xây dựng số 3 Hải Phòng,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2002.0,162.0,333.0,0.002,http://www.haco3.com.vn,3.0,-0.195,-0.125,0.147,20.7,20.7,CT
532,HCB,UPCOM,Dệt may 29/3,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2007.0,3701.0,381.0,0.0,http://www.hachiba.com.vn,,-0.046,0.276,0.519,5.2,5.2,CT
