lmao,ticker,exchange,shortName,industryID,industryIDv2,industry,industryEn,establishedYear,noEmployees,noShareholders,foreignPercent,website,stockRating,deltaInWeek,deltaInMonth,deltaInYear,outstandingShare,issueShare,companyType
737,L61,HNX,LILAMA 69-1,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2006.0,1461.0,775.0,0.049,http://www.lilama69-1.com.vn,,-0.016,-0.035,-0.002,7.6,7.6,CT
738,L62,HNX,LILAMA 69.2,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2004.0,1150.0,0.0,0.0,http://www.lilama69-2.com.vn,,0.037,0.104,-0.157,8.3,8.3,CT
739,L63,UPCOM,Lilama 69-3,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1993.0,1084.0,0.0,0.0,http://www.lilama69-3.vn,,-0.016,0.063,0.082,8.3,8.3,CT
740,LAF,HOSE,Chế biến Hàng XK Long An,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,1995.0,165.0,0.0,0.019,http://www.lafooco.vn,2.4,-0.012,0.044,0.074,14.7,14.7,CT
741,LAI,UPCOM,XD Long An IDICO,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006.0,130.0,113.0,0.0,http://www.idico-linco.com.vn,,-0.016,0.946,1.528,8.6,8.6,CT
742,LAS,HNX,Hóa chất Lâm Thao,151.0,1357,Hóa chất,Chemicals,2009.0,2000.0,7816.0,0.0,https://supelamthao.vn/,2.4,0.03,-0.218,-0.349,112.9,112.9,CT
743,LAW,UPCOM,Cấp thoát nước Long An,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2007.0,143.0,129.0,0.0,http://www.lawaco.com.vn,,-0.016,1.481,1.718,12.2,12.2,CT
744,LBC,UPCOM,Thương mại - Đầu tư Long Biên,250.0,5373,Bán lẻ,Retail,2003.0,167.0,173.0,0.0,http://www.haprolongbien.vn,,-0.016,0.078,0.53,1.5,1.5,CT
745,LBE,HNX,Sách và Thiết bị Trường học Long An,256.0,5557,Truyền thông,Media,2004.0,30.0,118.0,0.005,http://www.sachthietbila.com.vn,,-0.016,-0.024,0.612,1.1,1.1,CT
746,LBM,HOSE,Khoáng sản Lâm Đồng,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2003.0,751.0,885.0,0.133,http://lbm-vn.vn,3.5,0.081,0.118,0.461,20.0,20.0,CT
747,LCC,UPCOM,Xi măng Hồng Phong,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,1959.0,160.0,193.0,0.0,http://www.ximanglangson.com.vn,,-0.016,0.078,2.569,5.8,5.8,CT
748,LCD,HNX,Thí nghiệm cơ điện,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2004.0,247.0,129.0,0.0,http://www.emetc.com.vn,,-0.016,0.078,0.633,1.5,1.5,CT
749,LCG,HOSE,LIZEN,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2001.0,451.0,37697.0,0.024,http://lizen.vn/vi,2.8,0.003,-0.263,-0.337,189.6,191.6,CT
750,LCM,UPCOM,Khoáng sản Lào Cai,166.0,1775,Tài nguyên Cơ bản,Basic Resources,2002.0,250.0,2233.0,0.04,http://www.khoangsanlaocai.com.vn,2.3,-0.096,-0.245,-0.238,24.6,24.6,CT
751,LCS,HNX,Licogi 16.6,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007.0,121.0,339.0,0.003,http://www.licogi166.vn,,-0.016,0.078,-0.277,7.6,7.6,CT
752,LCW,UPCOM,Nước sạch Lai Châu,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2006.0,142.0,148.0,0.0,http://capnuoclaichau.com.vn,2.9,-0.016,0.078,0.353,21.6,21.6,CT
753,LDG,HOSE,Đầu tư LDG,339.0,8637,Bất động sản,Real Estate,2010.0,202.0,309.0,0.009,https://www.ldginvestment.vn,2.5,0.044,-0.3,-0.397,239.4,240.2,CT
754,LDP,HNX,Dược Lâm Đồng - Ladophar,238.0,4577,Y tế,Health Care,1982.0,215.0,339.0,0.002,https://ladophar.com/,3.3,-0.136,-0.385,-0.351,12.7,12.7,CT
755,LDW,UPCOM,Cấp thoát nước Lâm Đồng,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2005.0,367.0,415.0,0.0,https://lawaco.com,2.5,-0.016,0.078,0.343,78.8,78.8,CT
756,LEC,HOSE,BĐS Điện lực Miền Trung,336.0,8633,Bất động sản,Real Estate,2007.0,123.0,26286.0,0.0,http://www.lec.com.vn,2.3,-0.038,-0.23,-0.191,26.1,26.1,CT
757,LG9,UPCOM,Cơ giới và XL số 9 (Licogi 9),181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2010.0,68.0,240.0,0.0,http://www.licogi9.com.vn,2.3,-0.016,-0.337,-0.04,5.0,5.0,CT
758,LGC,HOSE,Đầu tư Cầu đường CII,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2000.0,98.0,287.0,0.45,http://www.ciibr.com.vn,2.7,0.039,0.09,0.268,192.9,192.9,CT
759,LGL,HOSE,Long Giang Land,336.0,8633,Bất động sản,Real Estate,2001.0,46.0,1394.0,0.018,http://www.longgiangland.com.vn,2.4,0.011,-0.338,-0.456,51.5,51.5,CT
760,LGM,UPCOM,Giày da và may mặc XK (Legamex),226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2006.0,585.0,425.0,0.002,http://www.legamex.com.vn,,-0.154,-0.222,-0.067,7.4,7.4,CT
761,LHC,HNX,XD Thủy lợi Lâm Đồng,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,1976.0,776.0,448.0,0.181,http://www.lhc.com.vn,3.2,-0.024,-0.058,0.323,14.4,14.4,CT
762,LHG,HOSE,KCN Long Hậu,336.0,8633,Bất động sản,Real Estate,2006.0,135.0,0.0,0.125,http://www.longhau.com.vn,3.1,0.077,-0.102,-0.29,50.0,50.0,CT
763,LIC,UPCOM,LICOGI,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2010.0,255.0,319.0,0.0,http://www.licogi.com.vn,2.2,-0.15,-0.113,-0.346,90.0,90.0,CT
764,LIG,HNX,Licogi 13,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2005.0,113.0,0.0,0.0,http://www.licogi13.com.vn,2.7,0.018,-0.233,-0.465,94.2,95.1,CT
765,LIX,HOSE,Bột giặt LIX,228.0,3767,Hàng cá nhân & Gia dụng,Personal & Household Goods,2003.0,1098.0,174.0,0.082,http://www.lixco.com,3.0,-0.035,0.081,0.177,32.4,32.4,CT
766,LKW,UPCOM,Cấp nước Long Khánh,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2004.0,65.0,201.0,0.021,http://www.capnuoclongkhanh.com.vn,,0.124,0.01,0.265,2.5,2.5,CT
767,LLM,UPCOM,LILAMA,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010.0,616.0,0.0,0.0,http://www.lilama.com.vn,2.6,-0.046,-0.182,-0.038,79.7,79.7,CT
768,LM3,UPCOM,Lilama 3,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006.0,840.0,0.0,0.007,http://lilama3.vn/,,-0.016,0.028,0.654,5.2,5.2,CT
769,LM7,HNX,LILAMA 7,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007.0,207.0,431.0,0.003,https://lilama7.com.vn/,,-0.096,-0.245,-0.303,5.0,5.0,CT
770,LM8,HOSE,LILAMA 18,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,1977.0,2818.0,1127.0,0.018,http://www.lilama18.com.vn,2.8,-0.026,-0.086,-0.07,9.4,9.4,CT
771,LMC,UPCOM,Khoáng sản LATCA,166.0,1775,Tài nguyên Cơ bản,Basic Resources,2012.0,51.0,131.0,0.0,http://khoangsanlatca.com.vn/,,-0.016,0.078,0.534,1.5,1.5,CT
772,LMH,UPCOM,Quoc te Holding,336.0,8633,Bất động sản,Real Estate,2012.0,7.0,0.0,0.0,https://quocteholding.vn/vi/home,,-0.12,-0.248,0.057,25.6,25.6,CT
773,LMI,UPCOM,Lắp máy IDICO,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2008.0,684.0,155.0,0.019,http://www.lamaidico.com.vn,,-0.016,0.223,0.427,5.5,5.5,CT
774,LNC,UPCOM,Lệ Ninh - Quảng Bình,150.0,1353,Hóa chất,Chemicals,2010.0,422.0,547.0,0.0,http://www.leninh.vn,,-0.016,0.078,0.353,8.2,8.2,CT
775,LO5,UPCOM,LILAMA 5,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2006.0,163.0,992.0,0.008,http://www.lilama5.com.vn,,0.096,-0.088,-0.286,5.1,5.1,CT
776,LPB,HOSE,LienViet Post Bank,289.0,8355,Ngân hàng,Banks,2008.0,8105.0,59906.0,0.05,http://www.lienvietpostbank.com.vn,2.9,0.059,0.124,-0.104,1729.1,1503.6,NH
777,LPT,UPCOM,TM và SX Lập Phương Thành,196.0,2793,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2008.0,0.0,1033.0,0.0,http://lapphuongthanh.vn,3.1,-0.137,-0.085,-0.277,12.0,12.0,CT
778,LQN,UPCOM,Licogi Quảng Ngãi,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2005.0,210.0,255.0,0.0,http://www.licogiqngai.com,,-0.016,0.078,0.343,1.9,1.9,CT
779,LSG,UPCOM,BĐS Sài Gòn Vina,336.0,8633,Bất động sản,Real Estate,2007.0,0.0,33053.0,0.0,http://www.landsaigon.vn,2.5,0.027,0.078,,90.0,90.0,CT
780,LSS,HOSE,Mía đường Lam Sơn,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2000.0,2064.0,8120.0,0.011,http://www.lasuco.com.vn,2.5,0.061,-0.2,-0.33,70.0,70.0,CT
781,LTC,UPCOM,Điện nhẹ Viễn thông,311.0,9572,Công nghệ Thông tin,Technology,2000.0,85.0,0.0,0.022,http://www.ltc.com.vn,2.3,-0.016,-0.136,-0.407,4.6,4.6,CT
782,LTG,UPCOM,Tập đoàn Lộc Trời (BVTV An Giang),151.0,1357,Hóa chất,Chemicals,2004.0,3420.0,2521.0,0.4,http://www.agpps.com.vn,2.6,-0.058,-0.26,-0.146,80.6,80.6,CT
783,LUT,HNX,Đầu tư Xây dựng Lương Tài,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2003.0,48.0,0.0,0.003,http://www.luongtaigroup.com,,0.04,-0.162,-0.413,15.0,15.0,CT
784,LWS,UPCOM,Cấp nước Lào Cai,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2006.0,343.0,334.0,0.0,http://capnuoclaocai.com.vn,,-0.016,0.078,-0.075,17.7,17.7,CT
785,M10,UPCOM,May10,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2004.0,6935.0,1223.0,0.0,http://www.garco10.com.vn,2.7,-0.038,0.005,0.106,30.2,30.2,CT
786,MA1,UPCOM,MACHINCO1,187.0,2737,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2005.0,,0.0,0.0,http://www.machinco1.com.vn,,-0.016,-0.078,0.295,5.3,5.3,CT
787,MAC,HNX,Cung ứng và Dịch vụ Kỹ thuật Hàng Hải,188.0,2753,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1984.0,138.0,0.0,0.011,http://www.maserco.com.vn,,0.116,-0.11,0.062,15.1,15.1,CT
788,MAS,HNX,Sân bay Đà Nẵng,262.0,5759,Du lịch và Giải trí,Travel & Leisure,1991.0,675.0,562.0,0.156,http://www.masco.com.vn,,-0.038,0.156,0.285,4.3,4.3,CT
789,MBB,HOSE,MBBank,289.0,8355,Ngân hàng,Banks,1994.0,15910.0,126621.0,0.232,http://www.mbbank.com.vn,3.0,-0.034,-0.025,0.0,4534.0,4534.0,NH
790,MBG,HNX,Tập đoàn MBG,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2009.0,31.0,9038.0,0.012,http://www.maxxbau.com,3.1,-0.04,-0.167,-0.366,120.2,112.4,CT
791,MBN,UPCOM,Môi trường và Công trình ĐT Bắc Ninh,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2006.0,675.0,0.0,0.0,http://www.moitruongdothibacninh.com.vn,,-0.016,0.078,0.356,5.8,5.8,CT
792,MBS,HNX,Chứng khoán MB,300.0,8777,Dịch vụ tài chính,Financial Services,2000.0,671.0,16050.0,0.007,http://www.mbs.com.vn,2.8,0.061,-0.17,-0.315,380.6,267.6,CK
793,MCC,HNX,Gạch ngói cao cấp,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2000.0,86.0,0.0,0.001,http://www.gachngoicaocap.com,,-0.016,0.078,0.277,5.0,5.0,CT
794,MCD,UPCOM,Môi trường và Đô thị Đông Hà,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,,0.0,238.0,0.0,http://www.moitruongdothidongha.vn,,-0.016,,,0.3,0.3,CT
795,MCF,HNX,Cơ khí và Lương thực Thực phẩm,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2004.0,344.0,0.0,0.028,http://mecofood.com.vn/,,-0.029,0.04,0.04,10.8,10.8,CT
796,MCG,HOSE,Năng lượng và Bất động sản MCG,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2009.0,43.0,4853.0,0.002,http://www.mecojsc.vn,2.0,0.056,-0.336,-0.454,52.1,57.5,CT
797,MCH,UPCOM,Hàng Tiêu Dùng MaSan,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2000.0,4418.0,833.0,0.019,http://www.masanconsumer.com,3.0,-0.017,0.077,-0.071,716.5,727.5,CT
798,MCI,UPCOM,Đầu tư Xây dựng và Phát triển Vật liệu IDICO,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2015.0,20.0,414.0,0.0,http://www.idico-mci.com.vn,,-0.016,0.078,0.467,3.5,3.5,CT
799,MCM,UPCOM,Giống bò sữa Mộc Châu,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2015.0,802.0,2005.0,0.014,https://www.mcmilk.com.vn/,2.9,-0.033,0.1,-0.017,110.0,110.0,CT
800,MCO,HNX,BDC Việt Nam,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2003.0,30.0,864.0,0.019,http://www.mcovietnam.com.vn,,-0.016,0.105,-0.296,4.1,4.1,CT
801,MCP,HOSE,In và Bao bì Mỹ Châu,184.0,2723,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1998.0,315.0,991.0,0.002,http://www.mychau.com.vn,3.1,-0.146,-0.108,-0.207,15.1,15.1,CT
802,MCT,UPCOM,Kinh doanh vật tư và XD,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2004.0,111.0,155.0,0.0,http://www.cmcjsc.vn,,,,,2.5,2.5,CT
803,MDA,UPCOM,Môi trường Đô thị Đông Anh,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2017.0,193.0,166.0,0.0,http://www.moitruongdonganh.vn,,-0.016,0.078,0.343,1.2,1.2,CT
804,MDC,HNX,Than Mông Dương,160.0,1771,Tài nguyên Cơ bản,Basic Resources,2008.0,3325.0,2020.0,0.183,http://mongduongcoal.vn,2.3,-0.142,-0.192,-0.211,21.4,21.4,CT
805,MDF,UPCOM,Gỗ MDF VRG - Quảng Trị,155.0,1733,Tài nguyên Cơ bản,Basic Resources,2011.0,410.0,215.0,0.0,http://www.mdfquangtri.vn,2.5,-0.157,-0.08,-0.279,55.1,55.1,CT
806,MDG,HOSE,Xây dựng Miền Đông,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,1986.0,76.0,0.0,0.0,http://miendong.com.vn/,3.3,0.042,-0.036,0.523,10.3,10.9,CT
807,MEC,UPCOM,Lắp máy Sông Đà,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2005.0,336.0,0.0,0.004,http://www.someco.com.vn,,-0.016,0.078,0.653,8.4,8.4,CT
808,MED,HNX,Dược Mediplantex,238.0,4577,Y tế,Health Care,2004.0,531.0,0.0,0.0,http://www.mediplantex.com,2.3,-0.02,-0.129,0.103,12.4,12.4,CT
809,MEF,UPCOM,MEINFA,236.0,4537,Y tế,Health Care,1975.0,622.0,0.0,0.063,http://www.meinfavn.com,,-0.016,0.078,0.343,4.1,3.9,CT
810,MEL,HNX,Thép Mê Lin,159.0,1757,Tài nguyên Cơ bản,Basic Resources,2003.0,70.0,108.0,0.0,http://melinsteel.vn/,,0.06,-0.004,-0.162,15.0,15.0,CT
811,MES,UPCOM,Cơ điện Công trình,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006.0,61.0,101.0,0.0,http://www.mesc.com.vn,,-0.016,0.078,0.343,18.6,18.6,CT
812,MFS,UPCOM,Mobifone Service,269.0,6575,Viễn thông,Telecommunications,2008.0,2010.0,1698.0,0.066,http://www.mobifoneservice.com.vn,,-0.012,0.06,0.117,7.1,7.1,CT
813,MGC,UPCOM,Địa chất mỏ - TKV,166.0,1775,Tài nguyên Cơ bản,Basic Resources,2010.0,728.0,987.0,0.0,http://www.minegeology.vn,,-0.038,-0.024,-0.308,10.8,10.8,CT
814,MGG,UPCOM,May Đức Giang,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2005.0,471.0,508.0,0.001,http://www.mayducgiang.com.vn,2.6,-0.086,-0.125,0.225,9.0,9.0,CT
815,MGR,UPCOM,Tập đoàn MGROUP,336.0,8633,Bất động sản,Real Estate,2013.0,0.0,119.0,0.0,https://www.mgroup.vn,,-0.165,-0.051,,20.0,20.0,CT
816,MH3,UPCOM,KCN Cao su Bình Long,336.0,8633,Bất động sản,Real Estate,2007.0,67.0,202.0,0.028,http://www.blip.vn,2.7,-0.028,-0.007,0.024,24.0,12.0,CT
817,MHC,HOSE,CTCP MHC,194.0,2779,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1998.0,34.0,9504.0,0.022,https://mhc.vn,2.3,-0.021,-0.051,-0.395,41.4,41.4,CT
818,MHL,HNX,Minh Hữu Liên,159.0,1757,Tài nguyên Cơ bản,Basic Resources,2007.0,244.0,155.0,0.004,http://www.minghuulien.com,,-0.092,-0.088,0.066,5.3,5.4,CT
819,MIC,UPCOM,Khoáng sản Quảng Nam,166.0,1775,Tài nguyên Cơ bản,Basic Resources,2005.0,149.0,0.0,0.007,http://www.minco.com.vn,,-0.236,-0.24,0.0,5.5,5.5,CT
820,MIE,UPCOM,Máy và Thiết bị Công nghiệp,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010.0,1066.0,383.0,0.0,http://www.mie.com.vn,2.3,-0.016,0.218,0.403,142.0,142.0,CT
821,MIG,HOSE,Bảo hiểm Quân đội,292.0,8536,Bảo hiểm,Insurance,2012.0,1957.0,0.0,0.089,https://www.mic.vn,2.5,0.02,0.035,-0.066,164.5,164.5,BH
822,MIM,HNX,Khoáng sản và Cơ khí,166.0,1775,Tài nguyên Cơ bản,Basic Resources,1993.0,120.0,0.0,0.004,http://www.mimeco.vn,,-0.102,-0.198,-0.19,3.4,3.4,CT
823,MKP,UPCOM,Dược phẩm Mekophar,238.0,4577,Y tế,Health Care,2002.0,717.0,1250.0,0.156,http://www.mekophar.com,2.4,-0.041,0.09,-0.075,25.3,25.5,CT
824,MKV,HNX,Dược Thú Y Cai Lậy,238.0,4577,Y tế,Health Care,2003.0,107.0,103.0,0.03,http://www.mekovet.com.vn,,-0.111,-0.074,-0.229,5.0,5.0,CT
825,MLC,UPCOM,Môi trường Đô thị Tỉnh Lào Cai,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010.0,604.0,513.0,0.0,https://moitruongdothilaocai.com.vn/,,-0.016,0.078,0.343,4.2,4.2,CT
826,MLS,UPCOM,Chăn nuôi Mitraco,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,2009.0,113.0,878.0,0.017,http://www.mitraco.com.vn,,-0.101,-0.186,-0.351,4.0,4.0,CT
827,MML,UPCOM,Masan MEATLife,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2011.0,4469.0,739.0,0.023,http://www.masanmeatlife.com.vn,2.0,-0.042,-0.039,-0.173,327.1,327.1,CT
828,MNB,UPCOM,May Nhà Bè,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2005.0,13417.0,0.0,0.004,http://www.nhabe.com.vn,2.3,0.295,0.028,0.281,18.2,18.2,CT
829,MND,UPCOM,Môi trường Nam Định,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007.0,407.0,283.0,0.0,http://www.moitruongnamdinh.com.vn,,-0.016,0.078,0.343,2.2,2.2,CT
830,MPC,UPCOM,Thủy sản Minh Phú,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,1992.0,13492.0,0.0,0.382,http://www.minhphu.com,2.9,-0.045,-0.098,0.113,399.9,199.9,CT
831,MPT,UPCOM,Tập đoàn MPT,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2008.0,6.0,2255.0,0.006,http://mptgroup.com.vn,,0.109,-0.172,-0.357,17.1,17.1,CT
832,MPY,UPCOM,Môi trường đô thị Phú Yên,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2006.0,298.0,226.0,0.0,http://www.mtdtphuyen.vn,,-0.016,0.078,0.289,6.1,6.1,CT
833,MQB,UPCOM,Môi trường và PT đô thị Quảng Bình,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2009.0,214.0,207.0,0.0,http://www.urencoquangbinh.com.vn,,-0.016,0.078,0.343,3.7,3.7,CT
834,MQN,UPCOM,Môi trường đô thị Quảng Ngãi,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2009.0,583.0,0.0,0.0,https://moitruongdothiquangngai.com.vn,,-0.081,-0.201,-0.005,5.1,5.1,CT
835,MRF,UPCOM,Cao su y tế MERUFA,235.0,4535,Y tế,Health Care,2003.0,190.0,156.0,0.007,http://www.merufa.com.vn,,-0.123,-0.136,-0.192,3.7,3.7,CT
836,MSB,HOSE,MSB Bank,289.0,8355,Ngân hàng,Banks,1991.0,5190.0,36939.0,0.3,https://msb.com.vn/,2.9,0.024,0.108,-0.001,1985.8,1527.5,NH
837,MSH,HOSE,May Sông Hồng,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2013.0,10496.0,511.0,0.053,http://www.songhong.vn,3.0,0.053,0.198,-0.035,75.0,75.0,CT
838,MSN,HOSE,Tập đoàn Masan,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2004.0,34560.0,4726.0,0.298,https://www.masangroup.com,2.5,0.085,0.283,0.109,1423.7,1423.7,CT
839,MSR,UPCOM,Masan High-Tech Materials,166.0,1775,Tài nguyên Cơ bản,Basic Resources,2010.0,2059.0,5435.0,0.101,http://www.masangroup.com/masanresources,2.2,-0.074,-0.241,-0.33,1099.2,1099.2,CT
840,MST,HNX,Đầu tư MST,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2009.0,21.0,4201.0,0.001,http://www.mmst.vn,2.6,-0.149,-0.2,-0.366,68.1,68.1,CT
841,MTA,UPCOM,Khoáng sản và TM Hà Tĩnh,166.0,1775,Tài nguyên Cơ bản,Basic Resources,2015.0,950.0,450.0,0.0,http://www.mitraco.com.vn,2.2,-0.304,-0.255,-0.343,110.1,110.1,CT
842,MTB,UPCOM,Công trình đô thị tỉnh Thái Bình,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2009.0,379.0,373.0,0.0,,1.0,-0.016,0.078,0.114,6.3,6.3,CT
843,MTC,UPCOM,Dịch Vụ Du Lịch Mỹ Trà,259.0,5753,Du lịch và Giải trí,Travel & Leisure,2008.0,71.0,0.0,0.0,http://www.dulichmytra.com.vn,,-0.016,0.078,0.096,1.8,5.2,CT
844,MTG,UPCOM,MTGAS,275.0,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2007.0,36.0,1042.0,0.018,http://www.mtgas.com.vn,,-0.016,-0.127,-0.347,6.3,6.3,CT
845,MTH,UPCOM,Môi trường Đô thị Hà Đông,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1986.0,450.0,433.0,0.138,http://www.moitruongdothi.com.vn,,-0.016,0.078,1.398,4.8,4.8,CT
846,MTL,UPCOM,Môi trường Đô thị Từ Liêm,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2015.0,50.0,283.0,0.001,http://www.moitruongdothituliem.com.vn,,-0.165,0.196,0.056,6.0,6.0,CT
847,MTP,UPCOM,Dược Medipharco,238.0,4577,Y tế,Health Care,2006.0,206.0,0.0,0.001,http://www.medipharco.com.vn,,0.03,-0.002,0.091,7.5,7.5,CT
848,MTS,UPCOM,Vật tư - TKV,198.0,2797,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010.0,765.0,761.0,0.0,http://www.vmts.vn,,0.012,0.197,0.041,15.0,15.0,CT
849,MTV,UPCOM,Công trình đô thị Vũng Tàu,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010.0,468.0,342.0,0.0,http://www.dothivungtau.com.vn,,-0.005,0.022,0.36,5.4,5.4,CT
850,MVB,HNX,Mỏ Việt Bắc - TKV,166.0,1775,Tài nguyên Cơ bản,Basic Resources,1980.0,2035.0,993.0,0.001,http://www.cmv.vn,2.9,0.165,0.164,0.046,105.0,105.0,CT
851,MVC,UPCOM,Vật liệu và XD Bình Dương,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2010.0,429.0,280.0,0.0,http://www.vlxdbd.com.vn,2.3,-0.219,-0.289,-0.398,100.0,100.0,CT
852,MVN,UPCOM,TCT Hàng hải Việt Nam,191.0,2773,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010.0,687.0,512.0,0.0,https://vimc.co,2.5,-0.073,-0.202,-0.193,1200.6,6.4,CT
853,MWG,HOSE,Thế giới di động,253.0,5379,Bán lẻ,Retail,2004.0,40756.0,20628.0,0.49,http://www.mwg.vn,2.9,-0.035,-0.206,-0.041,1463.6,1463.9,CT
854,NAB,UPCOM,Ngân hàng Nam Á,289.0,8355,Ngân hàng,Banks,1992.0,1000.0,0.0,0.0,http://www.namabank.com.vn,3.0,-0.076,-0.094,-0.147,846.4,656.4,NH
855,NAC,UPCOM,Tư vấn xây dựng Tổng hợp,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007.0,412.0,226.0,0.0,http://www.nagecco.com,,-0.016,0.078,0.343,2.8,2.8,CT
856,NAF,HOSE,Nafoods Group,216.0,3537,Thực phẩm và đồ uống,Food & Beverage,2010.0,636.0,4963.0,0.257,http://www.nafoodsgroup.com.vn,2.7,-0.023,-0.175,-0.371,62.9,50.6,CT
857,NAG,HNX,Tập đoàn Nagakawa,186.0,2733,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007.0,294.0,1067.0,0.013,https://nagakawa.com.vn,,-0.025,0.06,0.489,31.6,30.6,CT
858,NAP,HNX,Cảng Nghệ Tĩnh,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2009.0,420.0,560.0,0.0,http://nghetinhport.com.vn,,-0.016,0.045,0.443,21.5,21.5,CT
859,NAS,UPCOM,DV Hàng không SB Nội Bài,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2006.0,746.0,697.0,0.0,http://nasco.com.vn,2.7,-0.032,0.03,0.211,8.3,8.3,CT
